nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
EQUIFAX INC,CMN,294429105,66573,494670,SH,DFND,1,493757,0,913,
EQUIFAX INC,CMN,294429105,19479,144737,SH,DFND,2,142958,0,1779,
EQUIFAX INC,CMN,294429105,338,2512,SH,DFND,6,2512,0,0,
EQUINIX INC,CMN,29444U700,79408,220425,SH,DFND,1,220256,0,169,
EQUINIX INC,CMN,29444U700,62828,174400,SH,DFND,1,174400,0,0,Put
EQUINIX INC,CMN,29444U700,17364,48200,SH,DFND,1,48200,0,0,Call
EQUINIX INC,CMN,29444U700,403968,1121354,SH,DFND,2,1024876,0,96478,
EQUINIX INC,CMN,29444U700,3065,8509,SH,DFND,6,8509,0,0,
EQUINIX INC,CMN,29444U700,1514,4202,SH,OTR,"6,2",0,4202,0,
EQUITY BANCSHARES INC,CMN,29460X109,502,19358,SH,DFND,1,19358,0,0,
EQUITY COMWLTH,CMN,294628102,59275,1961446,SH,DFND,1,1961446,0,0,
EQUITY COMWLTH,CMN,294628102,10317,341393,SH,DFND,2,339761,0,1632,
EQUITY LIFESTYLE PPTYS INC,CMN,29472R108,42150,546128,SH,DFND,1,546128,0,0,
EQUITY LIFESTYLE PPTYS INC,CMN,29472R108,11117,144045,SH,DFND,2,143180,0,865,
EQUITY ONE,CMN,294752100,18429,602061,SH,DFND,1,602061,0,0,
EQUITY ONE,CMN,294752100,2400,78397,SH,DFND,2,76666,0,1731,
EQUITY RESIDENTIAL,CMN,29476L107,102693,1596349,SH,DFND,1,1596349,0,0,
EQUITY RESIDENTIAL,CMN,29476L107,5558,86400,SH,DFND,1,86400,0,0,Call
EQUITY RESIDENTIAL,CMN,29476L107,727,11300,SH,DFND,1,11300,0,0,Put
EQUITY RESIDENTIAL,CMN,29476L107,58383,907557,SH,DFND,2,848813,0,58744,
EQUITY RESIDENTIAL,CMN,29476L107,361,5615,SH,DFND,6,5615,0,0,
ERA GROUP INC,CMN,26885G109,223,27689,SH,DFND,1,27689,0,0,
ERICKSON INC,CMN,29482P100,10,14972,SH,DFND,1,14972,0,0,
