nameOfIssuer,sprice,sshPrnamt
ALLIANCEBERNSTEIN HOLDING LP,22.8015313653,313707
ALLIANT ENERGY CORP,38.3103607385,1629768
ALLIANZGI CONV & INCOME FD,6.76148286314,12867
ALLIED HEALTHCARE PRODS INC,0.82231206743,43779
ALLIED WRLD ASSUR COM HLDG A,40.4198114427,1469898
ALLISON TRANSMISSION HLDGS I,28.6806279415,1171383
ALLOT COMMUNICATIONS LTD,5.24700524701,10101
ALLSCRIPTS HEALTHCARE SOLUTN,13.169930462,3761827
ALLSTATE CORP,69.179710082,2440759
ALLY FINL INC,19.4700074904,5564456
ALMOST FAMILY INC,36.757369003,37081
ALNYLAM PHARMACEUTICALS INC,67.7800180091,942859
ALON USA ENERGY INC,8.0597196355,921372
ALON USA PARTNERS LP,8.58888817604,374088
ALPHA & OMEGA SEMICONDUCTOR,21.7170665695,76852
ALPHABET INC,795.658750049,4085920
ALPHATEC HOLDINGS INC,9.396295518,33311
ALPINE TOTAL DYNAMIC DIVID F,7.62554769127,23736
ALPS ETF TR,12.7334135876,38201932
ALTISOURCE PORTFOLIO SOLNS S,32.3953087028,141965
ALTISOURCE RESIDENTIAL CORP,10.906735361,66381
ALTRA INDL MOTION CORP,28.9732088738,74241
ALTRIA GROUP INC,63.2299736448,6066743
AMAG PHARMACEUTICALS INC,24.5112343157,65113
AMARIN CORP PLC,3.19044338468,598036
AMAYA INC,16.2209302326,17200
AMAZON COM INC,837.31003414,2922104
AMBAC FINL GROUP INC,18.3897084449,1317041
AMBARELLA INC,73.6121690295,87961
AMBEV SA,6.08999853717,10746308
AMC ENTMT HLDGS INC,31.0811480692,20173
AMC NETWORKS INC,51.8605343849,1037417
AMDOCS LTD,57.8503199131,1590432
AMEC FOSTER WHEELER PLC,7.43306160456,122426
AMEDICA CORP,0.927944064395,46339
AMEDISYS INC,47.4338587283,121369
AMERCO,324.226037467,116317
AMEREN CORP,49.1797303814,3210164
AMERESCO INC,5.23255813953,10320
AMERICA MOVIL SAB DE CV,11.4402224163,2498378
AMERICAN AIRLS GROUP INC,36.6098494238,2238933
AMERICAN ASSETS TR INC,43.3886607984,62597
AMERICAN AXLE & MFG HLDGS IN,17.2191180072,449210
AMERICAN CAMPUS CMNTYS INC,50.8699435161,1044723
AMERICAN CAP LTD,16.9101197676,4375723
AMERICAN CAP MTG INVT CORP,17.1916386121,220107
AMERICAN CAPITAL AGENCY CORP,19.5400199128,2698769
AMERICAN DG ENERGY INC,0.260908267723,65157
AMERICAN EAGLE OUTFITTERS NE,17.8598962945,4766769
AMERICAN ELEC PWR INC,64.2100373316,2725306
AMERICAN EQTY INVT LIFE HLD,17.7303996655,915941
AMERICAN EXPRESS CO,64.0399994563,6547689
AMERICAN FINL GROUP INC OHIO,75.0002353318,637398
AMERICAN HOMES 4 RENT,21.6402079444,1589079
AMERICAN INTL GROUP INC,58.8547470719,3246654
AMERICAN NATL INS CO,121.952225752,24239
AMERICAN PUBLIC EDUCATION IN,19.8203842941,47880
AMERICAN RAILCAR INDS INC,41.4852320675,29625
AMERICAN RENAL ASSOCIATES HO,18.2691841908,743164
AMERICAN RIVER BANKSHARES,10.8234295416,14136
AMERICAN SOFTWARE INC,11.0824066794,26709
AMERICAN STS WTR CO,40.0479616307,133440
AMERICAN SUPERCONDUCTOR CORP,7.03729767769,12789
AMERICAN TOWER CORP NEW,113.321651752,7205075
AMERICAN VANGUARD CORP,16.0385500575,13904
AMERICAN WOODMARK CORP,80.5686029075,80689
AMERICAN WTR WKS CO INC NEW,74.8402880098,1798550
AMERICAS CAR MART INC,36.4221495709,19576
AMERIGAS PARTNERS L P,45.6600847748,1850785
AMERIPRISE FINL INC,99.7706125685,1354477
AMERIS BANCORP,34.9503559103,959933
AMERISAFE INC,58.7774954139,475352
AMERISOURCEBERGEN CORP,80.7800032204,1701634
AMETEK INC NEW,47.7800752978,5528183
AMGEN INC,166.810077469,2980947
AMICUS THERAPEUTICS INC,7.39922458901,374769
AMIRA NATURE FOODS LTD,8.2976425459,134255
AMKOR TECHNOLOGY INC,9.72075959273,761566
AMN HEALTHCARE SERVICES INC,31.8705952848,328767
AMPCO-PITTSBURGH CORP,11.0823790174,10828
AMPHASTAR PHARMACEUTICALS IN,18.9693821575,147659
AMPHENOL CORP NEW,64.9201278247,4375053
AMPIO PHARMACEUTICALS INC,0.721038295145,12482
AMPLIPHI BIOSCIENCES CORP,1.50849347413,15247
AMSURG CORP,67.0499097057,1305177
AMTRUST FINL SVCS INC,26.8299941698,1639732
AMYRIS INC,0.602300789014,16603
ANADARKO PETE CORP,63.3600216894,5267091
ANALOG DEVICES INC,64.450467864,1832477
ANALOGIC CORP,88.5850489811,19089
ANAVEX LIFE SCIENCES CORP,3.62581580856,17927
ANDERSONS INC,36.1496624156,21328
ANGIES LIST INC,9.90541446339,40281
ANGIODYNAMICS INC,17.5410148126,141839
ANGLOGOLD ASHANTI LTD,15.9203345043,1128117
ANHEUSER BUSCH INBEV SA/NV,131.410486585,598765
ANI PHARMACEUTICALS INC,66.3176265271,12606
ANIKA THERAPEUTICS INC,47.8561677836,64464
ANIXTER INTL INC,64.4995588511,751447
ANNALY CAP MGMT INC,10.5000365262,7843687
ANSYS INC,92.6086395657,713184
ANTARES PHARMA INC,1.68025004731,306502
ANTERO MIDSTREAM PARTNERS LP,26.6999370661,9966016
ANTERO RES CORP,26.95008219,5607738
ANTHEM INC,123.888583762,1813452
ANTHERA PHARMACEUTICALS INC,3.13202402447,27139
ANWORTH MORTGAGE ASSET CP,4.91931347944,879391
AON PLC,112.491591727,878599
APACHE CORP,63.8702971845,2283127
APARTMENT INVT & MGMT CO,45.9101758424,1748327
APIGEE CORP,17.4199245404,24914
APOGEE ENTERPRISES INC,44.6909865864,127632
APOLLO COML REAL EST FIN INC,16.3703039257,379040
APOLLO ED GROUP INC,7.94986241742,858757
APOLLO GLOBAL MGMT LLC,17.9600886918,4794130
APOLLO INVT CORP,5.79813819524,212482
APPLE HOSPITALITY REIT INC,18.5087367153,378632
APPLE INC,113.050002362,48190543
APPLIED DNA SCIENCES INC,3.08696419122,11338
APPLIED GENETIC TECHNOL CORP,9.78486055777,62750
APPLIED INDL TECHNOLOGIES IN,46.7419336352,87245
APPLIED MATLS INC,30.1501521439,6506667
APPLIED MICRO CIRCUITS CORP,6.95025562162,633358
APPLIED OPTOELECTRONICS INC,22.2243327951,10529
APPROACH RESOURCES INC,3.38553627784,134986
APPTIO INC,21.708658934,57074
APTARGROUP INC,77.4152786467,161441
APTEVO THERAPEUTICS INC,2.55906769765,344266
AQUA AMERICA INC,30.4816836577,391481
AQUA METALS INC,8.86319845857,12975
AQUINOX PHARMACEUTICALS INC,13.3602663179,991597
ARADIGM CORP,6.8536261277,14299
ARALEZ PHARMACEUTICALS INC,4.85071310628,213783
ARAMARK,38.0303712614,1674346
ARATANA THERAPEUTICS INC,9.36378104297,81057
ARBOR RLTY TR INC,7.42398806193,53610
ARBUTUS BIOPHARMA CORP,3.44009645375,610448
ARC DOCUMENT SOLUTIONS INC,3.73442116472,66677
ARC LOGISTICS PARTNERS LP,15.0495124447,686999
ARCA BIOPHARMA INC,2.81843803982,21998
ARCADIA BIOSCIENCES INC,1.93067134708,22790
ARCBEST CORP,19.0220531373,112501
ARCELORMITTAL SA LUXEMBOURG,6.03976330492,1961004
ARCH CAP GROUP LTD,79.2606542281,723234
ARCHER DANIELS MIDLAND CO,42.1700526238,2732413
ARCHROCK INC,13.0812795426,615001
ARCHROCK PARTNERS L P,14.7199723314,2995454
ARCOS DORADOS HOLDINGS INC,5.26879417434,23345
ARDELYX INC,12.9216152019,21050
ARDMORE SHIPPING CORP,7.03041108657,49357
ARENA PHARMACEUTICALS INC,1.74988301811,361167
ARES CAP CORP,15.4998608822,700845
ARES COML REAL ESTATE CORP,12.6019273536,110618
ARES MGMT L P,17.4063329424,81005
ARGAN INC,59.1887530429,109683
ARGO GROUP INTL HLDGS LTD,56.4201425764,321091
ARGOS THERAPEUTICS INC,4.97164322015,27154
ARIAD PHARMACEUTICALS INC,13.6899192251,3362182
ARISTA NETWORKS INC,85.0807386819,263009
ARLINGTON ASSET INVT CORP,14.7959647369,55015
ARMADA HOFFLER PPTYS INC,13.4021357414,55812
ARMOUR RESIDENTIAL REIT INC,22.5405240672,347818
ARMSTRONG FLOORING INC,18.8732131178,10703
ARMSTRONG WORLD INDS INC NEW,41.3215313613,432922
ARQULE INC,1.77594657953,28154
ARRAY BIOPHARMA INC,6.74857089087,340072
ARRIS INTL INC,28.3292218377,1147190
ARROW ELECTRS INC,63.9697546679,1459002
ARROWHEAD PHARMACEUTICALS IN,7.35867699828,38458
ARTISAN PARTNERS ASSET MGMT,27.2006857206,613661
ASANKO GOLD INC,4.18969284154,38905
ASBURY AUTOMOTIVE GROUP INC,55.6715539816,346748
ASCENA RETAIL GROUP INC,5.5898967229,4206160
ASCENT CAP GROUP INC,23.1698739147,95253
ASHFORD HOSPITALITY PRIME IN,14.1016431424,463563
ASHFORD HOSPITALITY TR INC,5.89012110389,266548
ASHFORD INC,47.6616692772,4469
ASHLAND GLOBAL HLDGS INC,115.949577586,1474503
ASML HOLDING N V,109.579251089,187499
ASPEN INSURANCE HOLDINGS LTD,46.5901293071,540651
ASPEN TECHNOLOGY INC,46.79018204,767084
ASSEMBLY BIOSCIENCES INC,7.2049255491,22901
ASSOCIATED BANC CORP,12.0873059024,1009737
ASSURANT INC,92.2500969665,822449
ASSURED GUARANTY LTD,27.7495332553,2112504
ASTEC INDS INC,59.8712446352,74560
ASTERIAS BIOTHERAPEUTICS INC,3.15466419242,70055
ASTORIA FINL CORP,14.6004457723,819701
ASTRAZENECA PLC,32.8597954172,1936135
ASTRONICS CORP,45.0507991207,67324
AT HOME GROUP INC,15.148099725,22181
AT&T INC,40.6100403652,18218401
ATARA BIOTHERAPEUTICS INC,21.3957904732,31595
ATHENAHEALTH INC,126.119786431,89526
ATHERSYS INC,2.14068426785,26627
ATKORE INTL GROUP INC,18.733788068,72863
ATLANTIC AMERN CORP,3.19699106723,10635
ATLANTIC PWR CORP,2.46409674981,132300
ATLANTICA YIELD PLC,18.9929143432,23851
ATLANTICUS HLDGS CORP,3.00152805064,54972
ATLAS AIR WORLDWIDE HLDGS IN,42.8134112902,68927
ATLASSIAN CORP PLC,29.9625468165,6942
ATMOS ENERGY CORP,74.4700142883,2145105
ATN INTL INC,65.0508865806,19062
ATOMERA INC,7.8167115903,29680
ATRICURE INC,15.7945893407,12346
ATRION CORP,426.632092739,6556
ATWOOD OCEANICS INC,8.68691485143,297574
ATYR PHARMA INC,3.17838696861,93129
AU OPTRONICS CORP,3.64809507903,113758
AUDENTES THERAPEUTICS INC,17.7721358299,12604
AUDIOCODES LTD,5.33923921827,167065
AURINIA PHARMACEUTICALS INC,3.01085239096,375309
AUTODESK INC,72.330380727,1199731
AUTOHOME INC,24.24676532,131234
AUTOLIV INC,106.797792456,196961
AUTOMATIC DATA PROCESSING IN,88.199907211,1547598
AUTONATION INC,48.709903221,861447
AUTOZONE INC,768.339102404,168138
AV HOMES INC,16.6288737717,26460
AVALONBAY CMNTYS INC,177.84056463,1860616
AVANGRID INC,41.7803321535,446119
AVEO PHARMACEUTICALS INC,0.88594885122,16931
AVERY DENNISON CORP,77.789982224,3492352
AVEXIS INC,41.2677006069,7415
AVG TECHNOLOGIES N V,25.0099511365,582848
AVIANCA HLDGS SA,6.47996103608,1901246
AVID TECHNOLOGY INC,7.9392322087,270933
AVINGER INC,4.76950876161,47594
AVIRAGEN THERAPEUTICS INC,1.89286390309,15849
AVIS BUDGET GROUP,34.2099988865,1122625
AVISTA CORP,41.7891760033,231615
AVIVA PLC,11.5110259876,361827
AVNET INC,41.0598972303,2729208
AVON PRODS INC,5.65990588722,5038423
AVX CORP NEW,13.7950116605,177093
AXALTA COATING SYS LTD,28.2698058866,5610226
AXCELIS TECHNOLOGIES INC,13.2905013857,31752
AXIS CAPITAL HOLDINGS LTD,54.3304379027,1003305
AXOVANT SCIENCES LTD,13.9993708148,44502
AXT INC,5.19653287327,48109
AZZ INC,65.2660412952,193485
B & G FOODS INC NEW,49.1792249731,356736
B2GOLD CORP,2.63243043358,432680
BABCOCK & WILCOX ENTERPRIS I,16.5012691408,614983
BAIDU INC,182.068700235,1299850
BAKER HUGHES INC,50.4697979774,3945845
BALCHEM CORP,77.5371960808,16534
BALDWIN & LYONS INC,25.5930554516,13363
BALL CORP,81.9498872813,2261382
BALLARD PWR SYS INC NEW,2.21133556845,434579
BANCFIRST CORP,72.4437698358,7247
BANCO BILBAO VIZCAYA ARGENTA,5.96005485081,1901157
BANCO BRADESCO S A,9.0693599735,11289220
BANCO DE CHILE,67.3022058312,143710
BANCO MACRO SA,78.2512233397,258718
BANCO SANTANDER BRASIL S A,6.70006146281,1627000
BANCO SANTANDER CHILE NEW,20.6918933632,191041
BANCO SANTANDER SA,4.41020110526,4408189
BANCOLOMBIA S A,39.0410740843,219871
BANCORPSOUTH INC,23.2001388462,1872575
BANK AMER CORP,15.7023874304,59203736
BANK HAWAII CORP,72.6184053656,150141
BANK MONTREAL QUE,65.5700518885,811163
BANK MUTUAL CORP NEW,7.67007558915,44980
BANK N S HALIFAX,52.9893775743,896123
BANK NEW YORK MELLON CORP,39.8801182919,5912495
BANK OF NT BUTTERFIELD&SON L,24.7611966834,247484
BANK OF THE OZARKS INC,38.4000542255,2449033
BANKFINANCIAL CORP,12.69751693,14176
BANKRATE INC DEL,8.48155332519,426337
BANKUNITED INC,30.1988918109,405346
BANNER CORP,43.7403126995,1685196
BANRO CORP,0.321930225859,236076
BAOZUN INC,15.090017742,3688995
BARCLAYS BANK PLC,27.7841331579,69932
BARCLAYS BK PLC,33.7472138481,1534823
BARCLAYS PLC,8.68964128721,1490050
BARD C R INC,224.280478045,1053373
BARNES & NOBLE ED INC,9.56952801407,318929
BARNES & NOBLE INC,11.3011145287,417127
BARNES GROUP INC,40.5497999665,1266788
BARRACUDA NETWORKS INC,25.478863169,451747
BARRETT BILL CORP,5.5594724566,395721
BARRETT BUSINESS SERVICES IN,49.6075185561,18727
BARRICK GOLD CORP,17.7198168925,4914272
BASIC ENERGY SVCS INC NEW,0.828807733993,172537
BASSETT FURNITURE INDS INC,23.2773060706,17313
BATS GLOBAL MKTS INC,30.130045254,3120606
BAXTER INTL INC,47.6002388645,5015395
BAYTEX ENERGY CORP,4.2539151338,84863
BAZAARVOICE INC,5.90905700189,375356
BB&T CORP,37.7200636914,3445991
BBVA BANCO FRANCES S A,19.8904841317,626028
BCE INC,46.1812389186,799762
BE AEROSPACE INC,51.6595755116,1223355
BEACON ROOFING SUPPLY INC,42.0693871,1464105
BEASLEY BROADCAST GROUP INC,5.83221175415,11145
BEAZER HOMES USA INC,11.6598862843,534139
BEBE STORES INC,0.7023810172,183661
BECTON DICKINSON & CO,179.729863181,445552
BED BATH & BEYOND INC,43.1100671766,1891136
BEL FUSE INC,24.144603747,45476
BELDEN INC,68.9880035962,259161
BELLATRIX EXPLORATION LTD,0.854592446734,480931
BELLICUM PHARMACEUTICALS INC,19.8808757244,12424
BELMOND LTD,12.7094383013,424409
BEMIS INC,51.0101163746,2991289
BENCHMARK ELECTRS INC,24.9482747113,449490
BENEFICIAL BANCORP INC,14.7084583854,342524
BENEFITFOCUS INC,39.920020986,6274646
BERKLEY W R CORP,57.7597639452,2145265
BERKSHIRE HATHAWAY INC DEL,148.716420257,4579770
BERKSHIRE HILLS BANCORP INC,27.7098766584,160773
BERRY PLASTICS GROUP INC,43.8499165419,2862514
BEST BUY INC,38.1799133562,3884870
BGC PARTNERS INC,8.7511160281,412176
BHP BILLITON LTD,34.6499427966,1576828
BHP BILLITON PLC,30.3800352535,315997
BIG 5 SPORTING GOODS CORP,13.6242834014,98207
BIG LOTS INC,47.7500569535,803287
BIGLARI HLDGS INC,435.947204969,5152
BIO PATH HOLDINGS INC,1.41674744613,26822
BIO RAD LABS INC,163.809582065,65393
BIO TECHNE CORP,109.499234235,293171
BIOAMBER INC,4.28246013667,10975
BIOANALYTICAL SYS INC,1.13574905354,18490
BIOCRYST PHARMACEUTICALS,4.41041012911,896742
BIODEL INC,0.41336955238,16934
BIODELIVERY SCIENCES INTL IN,2.69999061501,138519
BIOGEN INC,313.030908131,1157333
BIOLASE INC,1.74815154468,34894
BIOMARIN PHARMACEUTICAL INC,92.5198978826,1331800
BIOSCRIP INC,2.89760703239,61430
BIOSPECIFICS TECHNOLOGIES CO,45.6764139537,44662
BIOSTAGE INC,1.05237594107,12353
BIOTELEMETRY INC,18.5698180061,62090
BIOTIME INC,3.91568230764,15323
BITAUTO HLDGS LTD,29.0751815905,48323
BJS RESTAURANTS INC,35.5459347419,119648
BLACK BOX CORP DEL,13.9075704896,39403
BLACK DIAMOND INC,5.14900471752,34764
BLACK HILLS CORP,61.2716899155,1103854
BLACK KNIGHT FINL SVCS INC,40.9000283318,3794325
BLACK STONE MINERALS L P,17.8091600528,513949
BLACKBAUD INC,66.3423228299,123737
BLACKBERRY LTD,7.97988269152,784598
BLACKHAWK NETWORK HLDGS INC,30.1685253569,486633
BLACKROCK CAPITAL INVESTMENT,8.28413486384,63857
BLACKROCK CORPOR HI YLD FD I,10.8441861672,19273
BLACKROCK CR ALLCTN INC TR,13.3817625693,10462
BLACKROCK ENH CAP & INC FD I,13.7850315365,15379
BLACKROCK ENHANCED EQT DIV T,7.86516853933,16020
BLACKROCK FLOAT RATE OME STR,13.8748969686,21838
BLACKROCK GLOBAL OPP EQTY TR,12.2369981894,16017
BLACKROCK INC,362.462054227,347206
BLACKROCK RES & COMM STRAT T,8.15709969789,26480
BLACKSTONE GROUP L P,25.5299485835,5754379
BLACKSTONE MTG TR INC,29.450015875,2815754
BLDRS INDEX FDS TR,34.8565939344,21861
BLOCK H & R INC,23.1496985934,2245472
BLOOMIN BRANDS INC,17.2391447946,956776
BLUCORA INC,11.2064905596,93428
BLUE BIRD CORP,14.6169265428,56373
BLUE BUFFALO PET PRODS INC,23.7598747492,5473177
BLUE CAP REINS HLDGS LTD,18.3153770813,10210
BLUE HILLS BANCORP INC,15.0133886933,33237
BLUE NILE INC,34.4200517068,91284
BLUEBIRD BIO INC,67.782267907,184355
BLUEKNIGHT ENERGY PARTNERS L,6.08794912214,18397
BLUEPRINT MEDICINES CORP,29.7120460221,31637
BMC STK HLDGS INC,17.7298321487,373664
BNC BANCORP,24.3200947426,1300365
BOARDWALK PIPELINE PARTNERS,17.1600416205,4507390
BOB EVANS FARMS INC,38.3028110119,292955
BOEING CO,131.739948783,4170117
BOFI HLDG INC,22.3914736829,80879
BOINGO WIRELESS INC,10.2597174181,17057
BOISE CASCADE CO DEL,25.3973258164,107846
BOJANGLES INC,15.9260410193,12872
BOK FINL CORP,68.9675147613,241679
BON-TON STORES INC,1.70561394813,68597
BONANZA CREEK ENERGY INC,1.01955649293,600261
BOOT BARN HLDGS INC,11.3799135687,1476549
BOOZ ALLEN HAMILTON HLDG COR,31.6097071173,466091
BORGWARNER INC,35.17972813,1686909
BOSTON BEER INC,155.258311196,117823
BOSTON PRIVATE FINL HLDGS IN,12.8300295746,2803423
BOSTON PROPERTIES INC,136.290493477,1590287
BOSTON SCIENTIFIC CORP,23.799965846,5609882
BOTTOMLINE TECH DEL INC,23.3104653452,1249782
BOULDER GROWTH & INCOME FD I,8.38085033102,365834
BOX INC,15.7555869004,104217
BOYD GAMING CORP,19.7794009392,665642
BP PLC,35.1600887964,7046683
BRADY CORP,34.6096280576,447650
BRANDYWINE RLTY TR,15.6198755896,5387815
BRASKEM S A,15.3817265714,63907
BRAVO BRIO RESTAURANT GROUP,4.77931135901,95202
BRF SA,17.0624385961,382712
BRIDGEPOINT ED INC,6.86914561453,193765
BRIGGS & STRATTON CORP,18.6490397778,127835
BRIGHT HORIZONS FAM SOL IN D,66.8895240389,340427
BRIGHTCOVE INC,13.0465279401,128310
BRINKER INTL INC,50.430130297,552507
BRINKS CO,37.0816229212,299879
BRISTOL MYERS SQUIBB CO,53.9201112296,6831273
BRISTOW GROUP INC,14.0203636837,30741
BRITISH AMERN TOB PLC,127.650278749,276952
BRIXMOR PPTY GROUP INC,27.790025957,12101572
BROADCOM LTD,172.519537357,1909291
BROADRIDGE FINL SOLUTIONS IN,67.7897571399,1483941
BROADSOFT INC,46.550997048,165990
BROADWAY FINL CORP DEL,1.63562496702,18953
BROADWIND ENERGY INC,4.39741785177,103015
BROCADE COMMUNICATIONS SYS I,9.22999471272,17634788
BROOKDALE SR LIVING INC,17.4502889277,1927991
BROOKFIELD ASSET MGMT INC,35.17998232,799773
BROOKFIELD BUSINESS PARTNERS,26.3727863422,7849
BROOKFIELD INFRAST PARTNERS,34.6648742078,10414
BROOKFIELD PPTY PARTNERS L P,22.9192164137,263098
BROOKFIELD RENEWABLE ENRGY P,30.7550462643,91107
BROOKLINE BANCORP INC DEL,12.1900412733,2292281
BROOKS AUTOMATION INC,13.6062273176,77979
BROWN & BROWN INC,37.7099402747,873165
BROWN FORMAN CORP,47.4650049837,2918487
BRUKER CORP,22.6501169756,1914074
BRUNSWICK CORP,48.7797448497,1050518
BRYN MAWR BK CORP,31.9919299636,27757
BT GROUP PLC,25.4292025928,523296
BUCKEYE PARTNERS L P,71.5999913979,5161509
BUCKLE INC,24.0164920117,29105
BUFFALO WILD WINGS INC,140.736763081,191812
