nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
AEROVIRONMENT INC,CMN,008073108,856,22399,SH,DFND,1,22399,0,0,
AEROVIRONMENT INC,CMN,008073108,30039,786367,SH,DFND,2,786367,0,0,
AEROVIRONMENT INC,CMN,008073108,302,7906,SH,DFND,6,7906,0,0,
AES CORP,CMN,00130H105,28094,2528697,SH,DFND,1,1655397,0,873300,
AES CORP,CMN,00130H105,24,2200,SH,DFND,1,2200,0,0,Put
AES CORP,CMN,00130H105,945,85100,SH,DFND,1,85100,0,0,Call
AES CORP,CMN,00130H105,92468,8322973,SH,DFND,2,7889640,0,433333,
AES CORP,CMN,00130H105,1623,146097,SH,DFND,3,96,0,146001,
AES CORP,CMN,00130H105,735,66125,SH,DFND,6,66125,0,0,
AES CORP,CMN,00130H105,938,84424,SH,OTR,"6,2",0,84424,0,
AETNA INC NEW,CMN,00817Y108,243102,1601146,SH,DFND,1,1600598,0,548,
AETNA INC NEW,CMN,00817Y108,17202,113300,SH,DFND,1,113300,0,0,Put
AETNA INC NEW,CMN,00817Y108,10370,68300,SH,DFND,1,68300,0,0,Call
AETNA INC NEW,CMN,00817Y108,209172,1377672,SH,DFND,2,1309299,0,68373,
AETNA INC NEW,CMN,00817Y108,3263,21494,SH,DFND,6,21494,0,0,
AEVI GENOMIC MEDICINE INC,CMN,00835P105,524,393727,SH,DFND,1,393727,0,0,
AEVI GENOMIC MEDICINE INC,CMN,00835P105,67,50000,SH,DFND,1,50000,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,34682,209106,SH,DFND,1,156049,0,53057,
AFFILIATED MANAGERS GROUP,CMN,008252108,216,1300,SH,DFND,1,1300,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,945,5700,SH,DFND,1,5700,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,136179,821046,SH,DFND,2,750153,0,70893,
AFFILIATED MANAGERS GROUP,CMN,008252108,56666,341651,SH,DFND,3,2,0,341649,
AFFILIATED MANAGERS GROUP,CMN,008252108,3692,22257,SH,DFND,4,0,0,22257,
AFFILIATED MANAGERS GROUP,CMN,008252108,310,1872,SH,DFND,6,1872,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,231,1392,SH,OTR,"6,2",0,1392,0,
AFFIMED N V,CMN,N01045108,81,39326,SH,DFND,1,39326,0,0,
AFLAC INC,CMN,001055102,240157,3091616,SH,DFND,1,3081887,0,9729,
AFLAC INC,CMN,001055102,11279,145200,SH,DFND,1,145200,0,0,Put
AFLAC INC,CMN,001055102,76406,983600,SH,DFND,1,983600,0,0,Call
AFLAC INC,CMN,001055102,44430,571957,SH,DFND,2,565067,0,6890,
AFLAC INC,CMN,001055102,2562,32982,SH,DFND,6,32982,0,0,
AG MTG INVT TR INC,CMN,001228105,365,19920,SH,DFND,1,19920,0,0,
AG MTG INVT TR INC,CMN,001228105,3236,176844,SH,DFND,2,176844,0,0,
AGCO CORP,CMN,001084102,53453,793185,SH,DFND,1,792785,0,400,
AGCO CORP,CMN,001084102,40,600,SH,DFND,1,600,0,0,Put
AGCO CORP,CMN,001084102,6209,92141,SH,DFND,2,86467,0,5674,
AGENUS INC,CMN,00847G705,2397,613075,SH,DFND,1,613075,0,0,
AGENUS INC,CMN,00847G705,23,5800,SH,DFND,1,5800,0,0,Call
AGILE THERAPEUTICS INC,CMN,00847L100,309,82272,SH,DFND,1,82272,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,131420,2215816,SH,DFND,1,2156697,0,59119,
AGILENT TECHNOLOGIES INC,CMN,00846U101,1109,18700,SH,DFND,1,18700,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,1323,22300,SH,DFND,1,22300,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,189217,3190312,SH,DFND,2,3052803,0,137509,
AGILENT TECHNOLOGIES INC,CMN,00846U101,769,12973,SH,DFND,6,12973,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,754,12705,SH,OTR,"6,2",0,12705,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,16135,313609,SH,DFND,1,313609,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,18907,367484,SH,DFND,2,367484,0,0,
AGNC INVT CORP,CMN,00123Q104,87275,4099341,SH,DFND,1,4096041,0,3300,
AGNC INVT CORP,CMN,00123Q104,1337,62800,SH,DFND,1,62800,0,0,Call
AGNC INVT CORP,CMN,00123Q104,21990,1032900,SH,DFND,1,1032900,0,0,Put
AGNC INVT CORP,CMN,00123Q104,39996,1878648,SH,DFND,2,1737181,0,141467,
AGNC INVT CORP,CMN,00123Q104,239,11208,SH,DFND,3,11208,0,0,
AGNC INVT CORP,CMN,00123Q104,25,1190,SH,DFND,6,1190,0,0,
AGNC INVT CORP,CMN,00123Q104,847,39774,SH,OTR,"6,2",0,39774,0,
AGNICO EAGLE MINES LTD,CMN,008474108,13716,303981,SH,DFND,1,303931,0,50,
AGNICO EAGLE MINES LTD,CMN,008474108,2441,54100,SH,DFND,1,54100,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,5830,129200,SH,DFND,1,129200,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,6403,141913,SH,DFND,2,140199,0,1714,
AGREE REALTY CORP,CMN,008492100,3568,77782,SH,DFND,1,77782,0,0,
AGRIUM INC,CMN,008916108,16054,177408,SH,DFND,1,177388,0,20,
AGRIUM INC,CMN,008916108,1412,15600,SH,DFND,1,15600,0,0,Call
AGRIUM INC,CMN,008916108,1430,15800,SH,DFND,1,15800,0,0,Put
AGRIUM INC,CMN,008916108,7008,77450,SH,DFND,2,77099,0,351,
AGRIUM INC,CMN,008916108,345,3816,SH,DFND,3,3816,0,0,
AGROFRESH SOLUTIONS,CMN,00856G109,86,11935,SH,DFND,1,11935,0,0,
AILERON THERAPEUTICS INC,CMN,00887A105,418,37500,SH,DFND,1,37500,0,0,
AIMMUNE THERAPEUTICS INC,CMN,00900T107,4675,227377,SH,DFND,1,227377,0,0,
AIR LEASE CORP,CMN,00912X302,8810,235816,SH,DFND,1,235816,0,0,
AIR LEASE CORP,CMN,00912X302,97,2600,SH,DFND,1,2600,0,0,Call
AIR LEASE CORP,CMN,00912X302,3311,88634,SH,DFND,2,87876,0,758,
AIR PRODS & CHEMS INC,CMN,009158106,119326,834099,SH,DFND,1,820469,0,13630,
AIR PRODS & CHEMS INC,CMN,009158106,801,5600,SH,DFND,1,5600,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,12146,84900,SH,DFND,1,84900,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,47403,331353,SH,DFND,2,321080,0,10273,
AIR PRODS & CHEMS INC,CMN,009158106,427,2985,SH,DFND,5,232,0,2753,
AIR PRODS & CHEMS INC,CMN,009158106,1465,10240,SH,DFND,6,10240,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,549,3835,SH,OTR,"6,2",0,3835,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,1664,76420,SH,DFND,1,76420,0,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,277,12707,SH,DFND,2,12707,0,0,
AIRCASTLE LTD,CMN,G0129K104,2104,96721,SH,DFND,1,96721,0,0,
AK STL HLDG CORP,CMN,001547108,6405,974911,SH,DFND,1,974911,0,0,
AK STL HLDG CORP,CMN,001547108,3326,506200,SH,DFND,1,506200,0,0,Put
AK STL HLDG CORP,CMN,001547108,7500,1141500,SH,DFND,1,1141500,0,0,Call
AK STL HLDG CORP,CMN,001547108,26449,4025784,SH,DFND,2,3866231,0,159553,
AK STL HLDG CORP,CMN,001547108,123,18705,SH,DFND,6,18705,0,0,
AKAMAI TECHNOLOGIES INC,CNV,00971TAG6,11753,12008000,PRN,DFND,1,12008000,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,47946,962572,SH,DFND,1,962572,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,3546,71200,SH,DFND,1,71200,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,1913,38400,SH,DFND,1,38400,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,7418,148929,SH,DFND,2,144325,0,4604,
