nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
1 800 FLOWERS COM,CMN,68243Q106,262,48430,SH,DFND,1,48430,0,0,
1ST SOURCE CORP,CMN,336901103,707,22146,SH,DFND,1,22146,0,0,
1ST SOURCE CORP,CMN,336901103,1223,38302,SH,DFND,2,38302,0,0,
3-D SYS CORP DEL,CMN,88554D205,13091,140867,SH,DFND,1,140867,0,0,
3-D SYS CORP DEL,CMN,88554D205,20500,220600,SH,DFND,1,220600,0,0,Call
3-D SYS CORP DEL,CMN,88554D205,23414,251950,SH,DFND,1,251950,0,0,Put
3-D SYS CORP DEL,CMN,88554D205,1598,17192,SH,DFND,2,17192,0,0,
3M CO,CMN,88579Y101,201016,1433270,SH,DFND,1,1370491,0,62779,
3M CO,CMN,88579Y101,69340,494400,SH,DFND,1,494400,0,0,Put
3M CO,CMN,88579Y101,51472,367000,SH,DFND,1,367000,0,0,Call
3M CO,CMN,88579Y101,65721,468602,SH,DFND,2,468602,0,0,
3M CO,CMN,88579Y101,224,1597,SH,DFND,6,1597,0,0,
3M CO,CMN,88579Y101,158,1124,SH,OTR,"6,2",0,1124,0,
51JOB INC,CMN,316827104,82,1057,SH,DFND,1,1057,0,0,
51JOB INC,CMN,316827104,312,4000,SH,DFND,1,4000,0,0,Call
58 COM INC,CMN,31680Q104,623,16240,SH,DFND,1,16240,0,0,
58 COM INC,CMN,31680Q104,15,400,SH,DFND,1,400,0,0,Put
58 COM INC,CMN,31680Q104,268,7000,SH,DFND,1,7000,0,0,Call
8X8 INC NEW,CMN,282914100,215,21224,SH,DFND,1,21224,0,0,
AAON INC,CMN,000360206,2658,83179,SH,DFND,1,83179,0,0,
AAON INC,CMN,000360206,3157,98812,SH,DFND,2,98812,0,0,
AAR CORP,CMN,000361105,2695,96228,SH,DFND,1,94921,0,1307,
AAR CORP,CNV,000361AK1,25,25000,PRN,DFND,1,25000,0,0,
AAR CORP,CMN,000361105,5915,211184,SH,DFND,2,211184,0,0,
AARONS INC,CMN,002535300,3097,105328,SH,DFND,1,105328,0,0,
AARONS INC,CMN,002535300,699,23789,SH,DFND,2,23789,0,0,
AARONS INC,CMN,002535300,491,16711,SH,DFND,7,16711,0,0,
ABAXIS INC,CMN,002567105,1675,41870,SH,DFND,1,41870,0,0,
ABB LTD,CMN,000375204,3563,134157,SH,DFND,1,21743,0,112414,
ABB LTD,CMN,000375204,343,12900,SH,DFND,1,12900,0,0,Put
ABB LTD,CMN,000375204,1317,49600,SH,DFND,1,49600,0,0,Call
ABB LTD,CMN,000375204,8405,316463,SH,DFND,2,316463,0,0,
ABBOTT LABS,CMN,002824100,272617,7112353,SH,DFND,1,3822459,0,3289894,
ABBOTT LABS,CMN,002824100,21032,548700,SH,DFND,1,548700,0,0,Put
ABBOTT LABS,CMN,002824100,17340,452400,SH,DFND,1,452400,0,0,Call
ABBOTT LABS,CMN,002824100,240229,6267384,SH,DFND,2,5102154,0,1165230,
ABBOTT LABS,CMN,002824100,1060,27666,SH,DFND,3,26482,0,1184,
ABBOTT LABS,CMN,002824100,35600,928774,SH,DFND,5,0,0,928774,
ABBOTT LABS,CMN,002824100,57,1500,SH,DFND,6,1500,0,0,
ABBOTT LABS,CMN,002824100,2281,59520,SH,OTR,"6,2",0,59520,0,
ABBVIE INC,CMN,00287Y109,327338,6198418,SH,DFND,1,4454955,0,1743463,
ABBVIE INC,CMN,00287Y109,39586,749600,SH,DFND,1,749600,0,0,Call
ABBVIE INC,CMN,00287Y109,31918,604400,SH,DFND,1,604400,0,0,Put
ABBVIE INC,CMN,00287Y109,110952,2100964,SH,DFND,2,1992110,0,108854,
ABBVIE INC,CMN,00287Y109,1478,27986,SH,DFND,3,26798,0,1188,
ABBVIE INC,CMN,00287Y109,2804,53087,SH,OTR,"6,2",0,53087,0,
ABBVIE INC,CMN,00287Y109,1867,35351,SH,DFND,7,35351,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,25359,770557,SH,DFND,1,769492,0,1065,
ABERCROMBIE & FITCH CO,CMN,002896207,16597,504300,SH,DFND,1,504300,0,0,Call
ABERCROMBIE & FITCH CO,CMN,002896207,9212,279900,SH,DFND,1,279900,0,0,Put
ABERCROMBIE & FITCH CO,CMN,002896207,1146,34823,SH,DFND,2,34823,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,239,7250,SH,DFND,3,7250,0,0,
ABIOMED INC,CMN,003654100,1728,64621,SH,DFND,1,64621,0,0,
ABIOMED INC,CMN,003654100,1235,46200,SH,DFND,1,46200,0,0,Put
ABIOMED INC,CMN,003654100,871,32567,SH,DFND,2,32567,0,0,
ABM INDS INC,CMN,000957100,3495,122247,SH,DFND,1,122247,0,0,
ABM INDS INC,CMN,000957100,117,4100,SH,DFND,1,4100,0,0,Call
ABM INDS INC,CMN,000957100,999,34946,SH,DFND,2,34946,0,0,
ABRAXAS PETE CORP,CMN,003830106,161,49329,SH,DFND,1,49329,0,0,
ACACIA RESH CORP,CMN,003881307,343,23608,SH,DFND,1,23608,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,3132,66181,SH,DFND,1,66181,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,15586,329296,SH,DFND,2,329296,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,12186,487639,SH,DFND,1,487639,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,84014,3361900,SH,DFND,1,3361900,0,0,Call
ACADIA PHARMACEUTICALS INC,CMN,004225108,297,11891,SH,DFND,2,11891,0,0,
ACADIA RLTY TR,CMN,004239109,4864,195878,SH,DFND,1,194427,0,1451,
ACADIA RLTY TR,CMN,004239109,40789,1642714,SH,DFND,2,1533781,0,108933,
ACADIA RLTY TR,CMN,004239109,3,132,SH,OTR,"6,2",0,132,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,4107,336609,SH,DFND,1,336609,0,0,
ACCELRYS INC,CMN,00430U103,1271,133246,SH,DFND,1,133246,0,0,
ACCELRYS INC,CMN,00430U103,354,37138,SH,DFND,2,37138,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,177487,2158683,SH,DFND,1,2005416,0,153267,
ACCENTURE PLC IRELAND,CMN,G1151C101,23901,290700,SH,DFND,1,290700,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,27486,334300,SH,DFND,1,334300,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,50903,619113,SH,DFND,2,616873,0,2240,
ACCENTURE PLC IRELAND,CMN,G1151C101,752,9143,SH,DFND,3,1,0,9142,
ACCENTURE PLC IRELAND,CMN,G1151C101,222,2700,SH,DFND,5,0,0,2700,
ACCENTURE PLC IRELAND,CMN,G1151C101,2739,33317,SH,DFND,7,33317,0,0,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,10160,179575,SH,DFND,1,14605,0,164970,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,330191,5835817,SH,DFND,2,5835817,0,0,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,317,5600,SH,DFND,7,5600,0,0,
ACCO BRANDS CORP,CMN,00081T108,651,96891,SH,DFND,1,96891,0,0,
ACCO BRANDS CORP,CMN,00081T108,414,61544,SH,DFND,2,61544,0,0,
ACCRETIVE HEALTH INC,CMN,00438V103,1150,125512,SH,DFND,1,125512,0,0,
ACCURAY INC,CMN,004397105,829,95335,SH,DFND,1,95335,0,0,
ACCURAY INC,CNV,004397AB1,10091,9000000,PRN,DFND,1,9000000,0,0,
ACCURAY INC,CMN,004397105,16460,1892000,SH,DFND,1,1892000,0,0,Call
ACCURAY INC,CMN,004397105,9598,1103200,SH,DFND,1,1103200,0,0,Put
ACCURAY INC,CMN,004397105,136,15680,SH,DFND,2,15680,0,0,
ACCURIDE CORP NEW,CMN,00439T206,215,57743,SH,DFND,1,57743,0,0,
ACE LTD,CMN,H0023R105,85255,823481,SH,DFND,1,822768,0,713,
ACE LTD,CMN,H0023R105,1211,11700,SH,DFND,1,11700,0,0,Put
ACE LTD,CMN,H0023R105,6409,61900,SH,DFND,1,61900,0,0,Call
ACE LTD,CMN,H0023R105,18318,176931,SH,DFND,2,176591,0,340,
ACELRX PHARMACEUTICALS INC,CMN,00444T100,157,13902,SH,DFND,1,13902,0,0,
ACETO CORP,CMN,004446100,859,34346,SH,DFND,1,34346,0,0,
ACETO CORP,CMN,004446100,284,11369,SH,DFND,2,11369,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,2215,667324,SH,DFND,1,667324,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,14966,4509200,SH,DFND,1,4509200,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,340,102300,SH,DFND,1,102300,0,0,Put
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,5740,1729437,SH,DFND,2,1729437,0,0,
ACI WORLDWIDE INC,CMN,004498101,7388,113656,SH,DFND,1,113656,0,0,
ACI WORLDWIDE INC,CMN,004498101,2314,35603,SH,DFND,2,35603,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,6573,225086,SH,DFND,1,223786,0,1300,
ACORDA THERAPEUTICS INC,CMN,00484M106,37030,1268153,SH,DFND,2,1197748,0,70405,
ACORN ENERGY INC,CMN,004848107,324,79591,SH,DFND,1,79591,0,0,
ACTAVIS PLC,CMN,G0083B108,86976,517713,SH,DFND,1,436256,0,81457,
ACTAVIS PLC,CMN,G0083B108,28446,169324,SH,DFND,1,169324,0,0,Call
ACTAVIS PLC,CMN,G0083B108,5824,34664,SH,DFND,1,34664,0,0,Put
ACTAVIS PLC,CMN,G0083B108,93209,554816,SH,DFND,2,554816,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,28745,1612160,SH,DFND,1,827427,0,784733,
ACTIVISION BLIZZARD INC,CMN,00507V109,9323,522900,SH,DFND,1,522900,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,36619,2053800,SH,DFND,1,2053800,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,13625,764137,SH,DFND,2,519569,0,244568,
ACTIVISION BLIZZARD INC,CMN,00507V109,493,27622,SH,DFND,7,27622,0,0,
ACTUANT CORP,CMN,00508X203,5474,149390,SH,DFND,1,147909,0,1481,
ACTUANT CORP,CMN,00508X203,49150,1341442,SH,DFND,2,1261599,0,79843,
ACTUATE CORP,CMN,00508B102,297,38458,SH,DFND,1,38458,0,0,
ACTUATE CORP,CMN,00508B102,1951,253001,SH,DFND,2,253001,0,0,
ACUITY BRANDS INC,CMN,00508Y102,8042,73561,SH,DFND,1,73561,0,0,
ACUITY BRANDS INC,CMN,00508Y102,3093,28296,SH,DFND,2,28296,0,0,
ACURA PHARMACEUTICALS INC,CMN,00509L703,37,22230,SH,DFND,1,22230,0,0,
ACXIOM CORP,CMN,005125109,8033,217226,SH,DFND,1,217226,0,0,
ACXIOM CORP,CMN,005125109,914,24724,SH,DFND,2,24724,0,0,
ADAMS EXPRESS CO,CMN,006212104,3648,279085,SH,DFND,1,240322,0,38763,
ADDUS HOMECARE CORP,CMN,006739106,349,15540,SH,DFND,1,15540,0,0,
ADOBE SYS INC,CMN,00724F101,81628,1363210,SH,DFND,1,1246080,0,117130,
ADOBE SYS INC,CMN,00724F101,69178,1155300,SH,DFND,1,1155300,0,0,Put
ADOBE SYS INC,CMN,00724F101,23000,384100,SH,DFND,1,384100,0,0,Call
ADOBE SYS INC,CMN,00724F101,170038,2839689,SH,DFND,2,2657278,0,182411,
ADOBE SYS INC,CMN,00724F101,50943,850759,SH,DFND,3,0,0,850759,
ADOBE SYS INC,CMN,00724F101,4974,83060,SH,DFND,4,0,0,83060,
ADOBE SYS INC,CMN,00724F101,1764,29458,SH,OTR,"6,2",0,29458,0,
ADTRAN INC,CMN,00738A106,3741,138500,SH,DFND,1,137274,0,1226,
ADTRAN INC,CMN,00738A106,316,11700,SH,DFND,1,11700,0,0,Put
ADTRAN INC,CMN,00738A106,883,32700,SH,DFND,1,32700,0,0,Call
ADTRAN INC,CMN,00738A106,29406,1088715,SH,DFND,2,1022513,0,66202,
ADVANCE AUTO PARTS INC,CMN,00751Y106,11793,106547,SH,DFND,1,106547,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,66,600,SH,DFND,1,600,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,1997,18039,SH,DFND,2,18039,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,259,2340,SH,DFND,7,2340,0,0,
ADVANCED EMISSIONS SOLUTS IN,CMN,00770C101,548,10098,SH,DFND,1,10098,0,0,
ADVANCED ENERGY INDS,CMN,007973100,1601,70047,SH,DFND,1,70047,0,0,
ADVANCED ENERGY INDS,CMN,007973100,1874,81971,SH,DFND,2,81971,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,10118,2614495,SH,DFND,1,2607969,0,6526,
ADVANCED MICRO DEVICES INC,CNV,007903AL1,15,14000,PRN,DFND,1,14000,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,9263,2393500,SH,DFND,1,2393500,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,47983,12398800,SH,DFND,1,12398800,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,1118,288895,SH,DFND,2,288895,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,102,21192,SH,DFND,1,21192,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,92,19253,SH,DFND,3,19253,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,92,21121,SH,DFND,1,21121,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,28,6400,SH,DFND,1,6400,0,0,Call
ADVANTAGE OIL & GAS LTD,CMN,00765F101,64,14700,SH,DFND,1,14700,0,0,Put
ADVANTAGE OIL & GAS LTD,CMN,00765F101,169,39000,SH,DFND,2,39000,0,0,
ADVENT SOFTWARE INC,CMN,007974108,1441,41227,SH,DFND,1,41227,0,0,
ADVENT SOFTWARE INC,CMN,007974108,2390,68383,SH,DFND,2,68383,0,0,
ADVISORY BRD CO,CMN,00762W107,6035,94787,SH,DFND,1,94787,0,0,
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,4115,139826,SH,DFND,1,139826,0,0,
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,197,6700,SH,DFND,1,6700,0,0,Call
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,56,1900,SH,DFND,1,1900,0,0,Put
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,2489,84575,SH,DFND,2,81597,0,2978,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,8958,126240,SH,DFND,1,126240,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,34394,484700,SH,DFND,1,484700,0,0,Put
AEGERION PHARMACEUTICALS INC,CMN,00767E102,710,10000,SH,DFND,1,10000,0,0,Call
AEGERION PHARMACEUTICALS INC,CMN,00767E102,2088,29428,SH,DFND,2,29428,0,0,
AEGION CORP,CMN,00770F104,2120,96842,SH,DFND,1,91247,0,5595,
AEGION CORP,CMN,00770F104,419,19155,SH,DFND,2,19155,0,0,
AEGON N V,CMN,007924103,165,17441,SH,DFND,1,15451,0,1990,
AEGON N V,CMN,007924103,4229,446129,SH,DFND,2,446129,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,606,15812,SH,DFND,1,15812,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,25973,677268,SH,DFND,2,677268,0,0,
AEROFLEX HLDG CORP,CMN,007767106,93133,14328213,SH,DFND,1,14328213,0,0,
AEROPOSTALE,CMN,007865108,1725,189810,SH,DFND,1,189810,0,0,
AEROPOSTALE,CMN,007865108,848,93300,SH,DFND,1,93300,0,0,Call
AEROPOSTALE,CMN,007865108,1109,122000,SH,DFND,1,122000,0,0,Put
AEROPOSTALE,CMN,007865108,114,12528,SH,DFND,7,12528,0,0,
AEROVIRONMENT INC,CMN,008073108,1934,66359,SH,DFND,1,59565,0,6794,
AEROVIRONMENT INC,CMN,008073108,13390,459514,SH,DFND,2,459514,0,0,
AES CORP,CMN,00130H105,43907,3025999,SH,DFND,1,1649244,0,1376755,
AES CORP,CMN,00130H105,247,17000,SH,DFND,1,17000,0,0,Call
AES CORP,CMN,00130H105,205,14100,SH,DFND,1,14100,0,0,Put
AES CORP,CMN,00130H105,11847,816481,SH,DFND,2,816481,0,0,
AES CORP,CMN,00130H105,78,5385,SH,OTR,"6,2",0,5385,0,
AETNA INC NEW,CMN,00817Y108,85313,1243812,SH,DFND,1,1243812,0,0,
AETNA INC NEW,CMN,00817Y108,25123,366278,SH,DFND,1,366278,0,0,Call
AETNA INC NEW,CMN,00817Y108,28403,414100,SH,DFND,1,414100,0,0,Put
AETNA INC NEW,CMN,00817Y108,252216,3677149,SH,DFND,2,3653428,0,23721,
AFC ENTERPRISES INC,CMN,00104Q107,3052,79266,SH,DFND,1,60866,0,18400,
AFFILIATED MANAGERS GROUP,CMN,008252108,21295,98188,SH,DFND,1,95738,0,2450,
AFFILIATED MANAGERS GROUP,CMN,008252108,1215,5600,SH,DFND,1,5600,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,1843,8500,SH,DFND,1,8500,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,13157,60663,SH,DFND,2,60663,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,7463,34411,SH,DFND,3,0,0,34411,
AFFYMETRIX INC,CMN,00826T108,1574,183613,SH,DFND,1,183613,0,0,
AFFYMETRIX INC,CMN,00826T108,1008,117625,SH,DFND,2,117625,0,0,
AFLAC INC,CMN,001055102,83273,1246609,SH,DFND,1,1168263,0,78346,
AFLAC INC,CMN,001055102,44242,662300,SH,DFND,1,662300,0,0,Call
AFLAC INC,CMN,001055102,26032,389700,SH,DFND,1,389700,0,0,Put
AFLAC INC,CMN,001055102,25931,388196,SH,DFND,2,388196,0,0,
AFLAC INC,CMN,001055102,228,3413,SH,OTR,"6,2",0,3413,0,
AG MTG INVT TR INC,CMN,001228105,190,12136,SH,DFND,1,12136,0,0,
AGCO CORP,CMN,001084102,17636,297957,SH,DFND,1,297957,0,0,
AGCO CORP,CNV,001084AM4,29,20000,PRN,DFND,1,20000,0,0,
AGCO CORP,CMN,001084102,1397,23600,SH,DFND,1,23600,0,0,Put
AGCO CORP,CMN,001084102,817,13800,SH,DFND,1,13800,0,0,Call
AGCO CORP,CMN,001084102,9514,160742,SH,DFND,2,160742,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,52343,915240,SH,DFND,1,821051,0,94189,
AGILENT TECHNOLOGIES INC,CMN,00846U101,13354,233500,SH,DFND,1,233500,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,8750,153000,SH,DFND,1,153000,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,641550,11217874,SH,DFND,2,10292599,0,925275,
AGILENT TECHNOLOGIES INC,CMN,00846U101,48022,839694,SH,DFND,3,0,0,839694,
AGILENT TECHNOLOGIES INC,CMN,00846U101,4515,78945,SH,DFND,4,0,0,78945,
AGILENT TECHNOLOGIES INC,CMN,00846U101,1332,23297,SH,OTR,"6,2",0,23297,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,731,12789,SH,DFND,7,12789,0,0,
AGILYSYS INC,CMN,00847J105,1150,82618,SH,DFND,1,82618,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,259,10812,SH,DFND,1,10812,0,0,
AGL RES INC,CMN,001204106,13554,286982,SH,DFND,1,285197,0,1785,
AGL RES INC,CMN,001204106,2394,50696,SH,DFND,2,50696,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,3825,145002,SH,DFND,1,145002,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,791,30000,SH,DFND,1,30000,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,13739,520800,SH,DFND,1,520800,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,2703,102477,SH,DFND,2,77677,0,24800,
AGNICO EAGLE MINES LTD,CMN,008474108,3116,118111,SH,DFND,3,118111,0,0,
AGREE REALTY CORP,CMN,008492100,995,34289,SH,DFND,1,34289,0,0,
AGREE REALTY CORP,CMN,008492100,264,9113,SH,DFND,2,9113,0,0,
AGRIUM INC,CMN,008916108,6141,67127,SH,DFND,1,67127,0,0,
AGRIUM INC,CMN,008916108,10072,110100,SH,DFND,1,110100,0,0,Put
AGRIUM INC,CMN,008916108,13896,151900,SH,DFND,1,151900,0,0,Call
AGRIUM INC,CMN,008916108,6546,71553,SH,DFND,2,71553,0,0,
AGRIUM INC,CMN,008916108,9029,98700,SH,DFND,3,98700,0,0,
AIR LEASE CORP,CMN,00912X302,6643,213734,SH,DFND,1,213734,0,0,
AIR LEASE CORP,CMN,00912X302,415,13341,SH,DFND,2,13341,0,0,
AIR METHODS CORP,CMN,009128307,4097,70317,SH,DFND,1,70317,0,0,
AIR METHODS CORP,CMN,009128307,214,3678,SH,DFND,2,3678,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,63527,568324,SH,DFND,1,554654,0,13670,
AIR PRODS & CHEMS INC,CMN,009158106,16767,150000,SH,DFND,1,150000,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,3599,32200,SH,DFND,1,32200,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,12860,115046,SH,DFND,2,115046,0,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,167,20639,SH,DFND,1,20639,0,0,
AIRCASTLE LTD,CMN,G0129K104,1871,97629,SH,DFND,1,97629,0,0,
AIRCASTLE LTD,CMN,G0129K104,1516,79147,SH,DFND,2,79147,0,0,
AIRGAS INC,CMN,009363102,35591,318199,SH,DFND,1,316987,0,1212,
AIRGAS INC,CMN,009363102,206957,1850306,SH,DFND,2,1771023,0,79283,
AIRGAS INC,CMN,009363102,3123,27924,SH,DFND,3,0,0,27924,
AIRGAS INC,CMN,009363102,1040,9296,SH,OTR,"6,2",0,9296,0,
AIXTRON SE,CMN,009606104,2033,140004,SH,DFND,1,140004,0,0,
AK STL HLDG CORP,CMN,001547108,6244,761457,SH,DFND,1,761457,0,0,
AK STL HLDG CORP,CMN,001547108,2907,354500,SH,DFND,1,354500,0,0,Call
AK STL HLDG CORP,CMN,001547108,23456,2860500,SH,DFND,1,2860500,0,0,Put
AK STL HLDG CORP,CMN,001547108,1036,126336,SH,DFND,2,126336,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,40047,848821,SH,DFND,1,847536,0,1285,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,13857,293700,SH,DFND,1,293700,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,10682,226400,SH,DFND,1,226400,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,4009,84968,SH,DFND,2,84968,0,0,
AKORN INC,CMN,009728106,4066,165164,SH,DFND,1,165164,0,0,
AKORN INC,CMN,009728106,3939,160000,SH,DFND,1,160000,0,0,Put
AKORN INC,CMN,009728106,1970,80000,SH,DFND,1,80000,0,0,Call
AKORN INC,CMN,009728106,1726,70098,SH,DFND,2,70098,0,0,
ALAMOS GOLD INC,CMN,011527108,278,22891,SH,DFND,1,22891,0,0,
ALAMOS GOLD INC,CMN,011527108,1743,143700,SH,DFND,2,119300,0,24400,
ALAMOS GOLD INC,CMN,011527108,221,18249,SH,DFND,3,18249,0,0,
ALASKA AIR GROUP INC,CMN,011659109,12283,167409,SH,DFND,1,167409,0,0,
ALASKA AIR GROUP INC,CMN,011659109,3522,48000,SH,DFND,1,48000,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,1394,19000,SH,DFND,1,19000,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,45791,624105,SH,DFND,2,475544,0,148561,
ALASKA AIR GROUP INC,CMN,011659109,1079,14704,SH,OTR,"6,2",0,14704,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,172,81356,SH,DFND,1,81356,0,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,35,16710,SH,DFND,2,16710,0,0,
ALBANY INTL CORP,CMN,012348108,2743,76335,SH,DFND,1,76335,0,0,
ALBANY INTL CORP,CMN,012348108,3418,95141,SH,DFND,2,95141,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,450,44620,SH,DFND,1,44620,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,1372,136138,SH,DFND,2,136138,0,0,
ALBEMARLE CORP,CMN,012653101,14934,235586,SH,DFND,1,235586,0,0,
ALBEMARLE CORP,CMN,012653101,1219,19235,SH,DFND,2,19235,0,0,
ALCATEL-LUCENT,CMN,013904305,512,116382,SH,DFND,1,113071,0,3311,
ALCATEL-LUCENT,CMN,013904305,10,2200,SH,DFND,1,2200,0,0,Call
ALCATEL-LUCENT,CMN,013904305,2,400,SH,DFND,1,400,0,0,Put
ALCATEL-LUCENT,CMN,013904305,2410,547629,SH,DFND,2,547629,0,0,
ALCOA INC,CMN,013817101,34897,3282922,SH,DFND,1,3248722,0,34200,
ALCOA INC,CNV,013817AT8,1992,1203000,PRN,DFND,1,1203000,0,0,
ALCOA INC,CMN,013817101,11964,1125500,SH,DFND,1,1125500,0,0,Put
ALCOA INC,CMN,013817101,33649,3165500,SH,DFND,1,3165500,0,0,Call
ALCOA INC,CMN,013817101,4173,392536,SH,DFND,2,392536,0,0,
ALCOA INC,CMN,013817101,372,34971,SH,DFND,3,34971,0,0,
ALCOA INC,CMN,013817101,432,40663,SH,DFND,7,40663,0,0,
ALERE INC,CMN,01449J105,1177,32512,SH,DFND,1,31884,0,628,
ALERE INC,CNV,01449JAA3,167,149000,PRN,DFND,1,149000,0,0,
ALERE INC,CMN,01449J105,20982,579627,SH,DFND,2,547800,0,31827,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,4154,99550,SH,DFND,1,99550,0,0,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,601,14395,SH,DFND,2,14395,0,0,
ALEXANDERS INC,CMN,014752109,999,3026,SH,DFND,1,3026,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,14264,224209,SH,DFND,1,224209,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,1853,29133,SH,DFND,2,29133,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,12,194,SH,OTR,"6,2",0,194,0,
ALEXCO RESOURCE CORP,CMN,01535P106,59,46992,SH,DFND,1,46992,0,0,
ALEXION PHARMACEUTICALS INC,CMN,015351109,75271,566440,SH,DFND,1,565939,0,501,
ALEXION PHARMACEUTICALS INC,CMN,015351109,12305,92600,SH,DFND,1,92600,0,0,Call
ALEXION PHARMACEUTICALS INC,CMN,015351109,5687,42800,SH,DFND,1,42800,0,0,Put
ALEXION PHARMACEUTICALS INC,CMN,015351109,67315,506569,SH,DFND,2,482318,0,24251,
ALEXION PHARMACEUTICALS INC,CMN,015351109,395,2973,SH,OTR,"6,2",0,2973,0,
ALEXZA PHARMACEUTICALS INC,CMN,015384209,2218,468954,SH,DFND,1,468954,0,0,
ALICO INC,CMN,016230104,249,6403,SH,DFND,1,6403,0,0,
ALIGN TECHNOLOGY INC,CMN,016255101,12935,226376,SH,DFND,1,226376,0,0,
ALIGN TECHNOLOGY INC,CMN,016255101,4503,78800,SH,DFND,1,78800,0,0,Call
ALIGN TECHNOLOGY INC,CMN,016255101,2788,48800,SH,DFND,1,48800,0,0,Put
