nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
A H BELO CORP,CMN,001282102,333,28060,SH,DFND,1,28060,0,0,
A10 NETWORKS INC,CMN,002121101,6690,503013,SH,DFND,2,503013,0,0,
AAON INC,CMN,000360206,219,6522,SH,DFND,1,6522,0,0,
AAON INC,CMN,000360206,2269,67694,SH,DFND,2,67694,0,0,
AAR CORP,CMN,000361105,1237,44884,SH,DFND,1,43577,0,1307,
AAR CORP,CMN,000361105,3955,143496,SH,DFND,2,143496,0,0,
AARONS INC,CMN,002535300,4676,131206,SH,DFND,1,116806,0,14400,
AARONS INC,CMN,002535300,353,9900,SH,DFND,1,9900,0,0,Call
AARONS INC,CMN,002535300,64,1800,SH,DFND,1,1800,0,0,Put
AARONS INC,CMN,002535300,1083,30382,SH,DFND,2,30382,0,0,
ABAXIS INC,CMN,002567105,427,9640,SH,DFND,1,9640,0,0,
ABB LTD,CMN,000375204,9760,423981,SH,DFND,1,407521,0,16460,
ABB LTD,CMN,000375204,527,22900,SH,DFND,1,22900,0,0,Put
ABB LTD,CMN,000375204,1169,50800,SH,DFND,1,50800,0,0,Call
ABB LTD,CMN,000375204,7651,332358,SH,DFND,2,332358,0,0,
ABBOTT LABS,CMN,002824100,262384,6415256,SH,DFND,1,3050284,0,3364972,
ABBOTT LABS,CMN,002824100,11346,277400,SH,DFND,1,277400,0,0,Put
ABBOTT LABS,CMN,002824100,11268,275500,SH,DFND,1,275500,0,0,Call
ABBOTT LABS,CMN,002824100,286615,7007711,SH,DFND,2,5878579,0,1129132,
ABBOTT LABS,CMN,002824100,62672,1532318,SH,DFND,3,16430,0,1515888,
ABBOTT LABS,CMN,002824100,5121,125196,SH,DFND,4,0,0,125196,
ABBOTT LABS,CMN,002824100,38904,951207,SH,DFND,5,0,0,951207,
ABBOTT LABS,CMN,002824100,212,5195,SH,DFND,7,5195,0,0,
ABBVIE INC,CMN,00287Y109,318472,5642669,SH,DFND,1,3837469,0,1805200,
ABBVIE INC,CMN,00287Y109,14951,264900,SH,DFND,1,264900,0,0,Call
ABBVIE INC,CMN,00287Y109,649,11500,SH,DFND,1,11500,0,0,Put
ABBVIE INC,CMN,00287Y109,115647,2049018,SH,DFND,2,1976065,0,72953,
ABBVIE INC,CMN,00287Y109,924,16363,SH,DFND,3,15175,0,1188,
ABBVIE INC,CMN,00287Y109,2616,46344,SH,OTR,"6,2",0,46344,0,
ABBVIE INC,CMN,00287Y109,293,5192,SH,DFND,7,5192,0,0,
ABENGOA YIELD PLC,CMN,G00349103,3592,94966,SH,DFND,1,94966,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,13654,315688,SH,DFND,1,315623,0,65,
ABERCROMBIE & FITCH CO,CMN,002896207,12802,296000,SH,DFND,1,296000,0,0,Put
ABERCROMBIE & FITCH CO,CMN,002896207,19229,444600,SH,DFND,1,444600,0,0,Call
ABERCROMBIE & FITCH CO,CMN,002896207,1844,42631,SH,DFND,2,42631,0,0,
ABIOMED INC,CMN,003654100,301,11978,SH,DFND,1,11978,0,0,
ABIOMED INC,CMN,003654100,822,32696,SH,DFND,2,32696,0,0,
ABM INDS INC,CMN,000957100,307,11385,SH,DFND,1,11385,0,0,
ABRAXAS PETE CORP,CMN,003830106,1009,161211,SH,DFND,1,161211,0,0,
ACACIA RESH CORP,CMN,003881307,464,26127,SH,DFND,1,26127,0,0,
ACACIA RESH CORP,CMN,003881307,533,30000,SH,DFND,1,30000,0,0,Call
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,257,5646,SH,DFND,1,5646,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,27394,602055,SH,DFND,2,602055,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,9042,400247,SH,DFND,1,400247,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,71136,3149000,SH,DFND,1,3149000,0,0,Call
ACADIA RLTY TR,CMN,004239109,4183,148910,SH,DFND,1,148910,0,0,
ACADIA RLTY TR,CMN,004239109,75586,2690864,SH,DFND,2,2551262,0,139602,
ACADIA RLTY TR,CMN,004239109,4,132,SH,OTR,"6,2",0,132,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,2493,95880,SH,DFND,1,95880,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,139816,1729544,SH,DFND,1,1607628,0,121916,
ACCENTURE PLC IRELAND,CMN,G1151C101,32789,405600,SH,DFND,1,405600,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,42514,525900,SH,DFND,1,525900,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,44042,544802,SH,DFND,2,543842,0,960,
ACCENTURE PLC IRELAND,CMN,G1151C101,2490,30805,SH,DFND,7,30805,0,0,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,33607,528834,SH,DFND,1,360715,0,168119,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,3031,47700,SH,DFND,1,47700,0,0,Put
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,603923,9503110,SH,DFND,2,9503110,0,0,
ACCESS NATL CORP,CMN,004337101,201,13270,SH,DFND,1,13270,0,0,
ACCO BRANDS CORP,CMN,00081T108,432,67336,SH,DFND,1,67336,0,0,
ACCO BRANDS CORP,CMN,00081T108,415,64684,SH,DFND,2,64684,0,0,
ACCURAY INC,CMN,004397105,3210,364761,SH,DFND,1,364761,0,0,
ACCURAY INC,CNV,004397AB1,4558,4000000,PRN,DFND,1,4000000,0,0,
ACCURAY INC,CMN,004397105,5956,676800,SH,DFND,1,676800,0,0,Call
ACCURAY INC,CMN,004397105,8286,941600,SH,DFND,1,941600,0,0,Put
ACCURAY INC,CMN,004397105,139,15840,SH,DFND,2,15840,0,0,
ACCURIDE CORP NEW,CMN,00439T206,160,32641,SH,DFND,1,32641,0,0,
ACE LTD,CMN,H0023R105,449925,4338715,SH,DFND,1,4338076,0,639,
ACE LTD,CMN,H0023R105,125218,1207500,SH,DFND,1,1207500,0,0,Call
ACE LTD,CMN,H0023R105,27066,261000,SH,DFND,1,261000,0,0,Put
ACE LTD,CMN,H0023R105,23646,228021,SH,DFND,2,225741,0,2280,
ACELRX PHARMACEUTICALS INC,CMN,00444T100,103,10010,SH,DFND,1,10010,0,0,
ACETO CORP,CMN,004446100,744,41024,SH,DFND,1,41024,0,0,
ACETO CORP,CMN,004446100,217,11941,SH,DFND,2,11941,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,6060,800493,SH,DFND,1,800493,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,21575,2850000,SH,DFND,1,2850000,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,14109,1863869,SH,DFND,2,1863869,0,0,
ACI WORLDWIDE INC,CMN,004498101,15707,281328,SH,DFND,1,281328,0,0,
ACI WORLDWIDE INC,CMN,004498101,1837,32904,SH,DFND,2,32904,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,3936,116754,SH,DFND,1,116754,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,5956,176682,SH,DFND,2,176682,0,0,
ACORN ENERGY INC,CMN,004848107,101,42727,SH,DFND,1,42727,0,0,
ACTAVIS PLC,CMN,G0083B108,112951,506393,SH,DFND,1,454720,0,51673,
ACTAVIS PLC,CMN,G0083B108,31124,139536,SH,DFND,1,139536,0,0,Put
ACTAVIS PLC,CMN,G0083B108,132922,595928,SH,DFND,1,595928,0,0,Call
ACTAVIS PLC,CMN,G0083B108,127816,573037,SH,DFND,2,543347,0,29690,
ACTAVIS PLC,CMN,G0083B108,59220,265500,SH,DFND,2,247500,0,18000,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,49364,2213651,SH,DFND,1,1553918,0,659733,
ACTIVISION BLIZZARD INC,CMN,00507V109,2179,97700,SH,DFND,1,97700,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,3091,138600,SH,DFND,1,138600,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,23368,1047873,SH,DFND,2,1027154,0,20719,
ACTIVISION BLIZZARD INC,CMN,00507V109,343,15362,SH,OTR,"6,2",0,15362,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,587,26315,SH,DFND,7,26315,0,0,
ACTUANT CORP,CMN,00508X203,1337,38685,SH,DFND,1,38685,0,0,
ACTUANT CORP,CMN,00508X203,90,2600,SH,DFND,1,2600,0,0,Call
ACTUANT CORP,CMN,00508X203,52,1500,SH,DFND,1,1500,0,0,Put
ACTUANT CORP,CMN,00508X203,74536,2156096,SH,DFND,2,2041859,0,114237,
ACTUATE CORP,CMN,00508B102,139,29157,SH,DFND,1,29157,0,0,
ACTUATE CORP,CMN,00508B102,1240,260024,SH,DFND,2,260024,0,0,
ACUITY BRANDS INC,CMN,00508Y102,14307,103483,SH,DFND,1,103483,0,0,
ACUITY BRANDS INC,CMN,00508Y102,3901,28215,SH,DFND,2,28215,0,0,
ACURA PHARMACEUTICALS INC,CMN,00509L703,27,24752,SH,DFND,1,24752,0,0,
ACXIOM CORP,CMN,005125109,2574,118653,SH,DFND,1,118653,0,0,
ACXIOM CORP,CMN,005125109,262,12100,SH,DFND,1,12100,0,0,Call
ACXIOM CORP,CMN,005125109,156,7200,SH,DFND,1,7200,0,0,Put
ACXIOM CORP,CMN,005125109,503,23198,SH,DFND,2,23198,0,0,
ADAMAS PHARMACEUTICALS INC,CMN,00548A106,324,17729,SH,DFND,1,17729,0,0,
ADAMIS PHARMACEUTICALS CORP,CMN,00547W208,409,85050,SH,DFND,1,85050,0,0,
ADAMS EXPRESS CO,CMN,006212104,3308,240572,SH,DFND,1,201809,0,38763,
ADAMS RES & ENERGY INC,CMN,006351308,304,3888,SH,DFND,1,3888,0,0,
ADEPT TECHNOLOGY INC,CMN,006854202,343,32663,SH,DFND,1,32663,0,0,
ADEPT TECHNOLOGY INC,CMN,006854202,419,39900,SH,DFND,1,39900,0,0,Call
ADOBE SYS INC,CMN,00724F101,89950,1243084,SH,DFND,1,1186005,0,57079,
ADOBE SYS INC,CMN,00724F101,17084,236100,SH,DFND,1,236100,0,0,Put
ADOBE SYS INC,CMN,00724F101,23177,320300,SH,DFND,1,320300,0,0,Call
ADOBE SYS INC,CMN,00724F101,93588,1293369,SH,DFND,2,1173714,0,119655,
ADOBE SYS INC,CMN,00724F101,24694,341267,SH,DFND,3,0,0,341267,
ADOBE SYS INC,CMN,00724F101,2374,32805,SH,DFND,4,0,0,32805,
ADTRAN INC,CMN,00738A106,1759,77969,SH,DFND,1,77969,0,0,
ADTRAN INC,CMN,00738A106,501,22200,SH,DFND,1,22200,0,0,Put
ADTRAN INC,CMN,00738A106,659,29200,SH,DFND,1,29200,0,0,Call
ADTRAN INC,CMN,00738A106,26883,1191624,SH,DFND,2,1126846,0,64778,
ADVANCE AUTO PARTS INC,CMN,00751Y106,32771,242891,SH,DFND,1,242881,0,10,
ADVANCE AUTO PARTS INC,CMN,00751Y106,2402,17800,SH,DFND,1,17800,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,2779,20600,SH,DFND,1,20600,0,0,Put
ADVANCE AUTO PARTS INC,CMN,00751Y106,2820,20898,SH,DFND,2,20898,0,0,
ADVANCED EMISSIONS SOLUTS IN,CMN,00770C101,253,11028,SH,DFND,1,11028,0,0,
ADVANCED ENERGY INDS,CMN,007973100,328,17026,SH,DFND,1,17026,0,0,
ADVANCED ENERGY INDS,CMN,007973100,1514,78632,SH,DFND,2,78632,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,9197,2194949,SH,DFND,1,2189782,0,5167,
ADVANCED MICRO DEVICES INC,CMN,007903107,46856,11182900,SH,DFND,1,11182900,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,10972,2618500,SH,DFND,1,2618500,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,1169,279065,SH,DFND,2,279065,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,265,40700,SH,DFND,1,40700,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,100,14873,SH,DFND,1,14873,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,329,48900,SH,DFND,1,48900,0,0,Call
ADVANTAGE OIL & GAS LTD,CMN,00765F101,110,16300,SH,DFND,1,16300,0,0,Put
ADVANTAGE OIL & GAS LTD,CMN,00765F101,262,39000,SH,DFND,2,39000,0,0,
ADVENT SOFTWARE INC,CMN,007974108,1839,56470,SH,DFND,1,56470,0,0,
ADVENT SOFTWARE INC,CMN,007974108,2197,67465,SH,DFND,2,67465,0,0,
ADVISORSHARES TR,CMN,00768Y826,718,23904,SH,DFND,1,23904,0,0,
ADVISORY BRD CO,CMN,00762W107,3447,66478,SH,DFND,1,66478,0,0,
ADVISORY BRD CO,CMN,00762W107,3692,71200,SH,DFND,1,71200,0,0,Put
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,5981,185749,SH,DFND,1,185749,0,0,
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,61,1900,SH,DFND,1,1900,0,0,Call
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,155,4800,SH,DFND,1,4800,0,0,Put
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,4233,131462,SH,DFND,2,131462,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1714,53416,SH,DFND,1,53416,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,963,30000,SH,DFND,1,30000,0,0,Put
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1605,50000,SH,DFND,1,50000,0,0,Call
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1653,51504,SH,DFND,2,51504,0,0,
AEGION CORP,CMN,00770F104,511,21945,SH,DFND,1,16350,0,5595,
AEGON N V,CMN,007924103,4592,523631,SH,DFND,2,523631,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,13628,297553,SH,DFND,1,297553,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,240,5244,SH,DFND,2,5244,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,755,30461,SH,DFND,1,30461,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,6909,278913,SH,DFND,2,278913,0,0,
AEROFLEX HLDG CORP,CMN,007767106,137004,13047975,SH,DFND,1,13047975,0,0,
AEROHIVE NETWORKS INC,CMN,007786106,249,30240,SH,DFND,1,22740,0,7500,
AEROHIVE NETWORKS INC,CMN,007786106,5521,671679,SH,DFND,2,671679,0,0,
AEROPOSTALE,CMN,007865108,274,78563,SH,DFND,1,78563,0,0,
AEROPOSTALE,CMN,007865108,257,73700,SH,DFND,1,73700,0,0,Put
AEROPOSTALE,CMN,007865108,303,86700,SH,DFND,1,86700,0,0,Call
AEROVIRONMENT INC,CMN,008073108,814,25590,SH,DFND,1,18796,0,6794,
AEROVIRONMENT INC,CMN,008073108,15229,478902,SH,DFND,2,478902,0,0,
AES CORP,CMN,00130H105,50375,3239532,SH,DFND,1,1890867,0,1348665,
AES CORP,CMN,00130H105,955,61400,SH,DFND,1,61400,0,0,Call
AES CORP,CMN,00130H105,681,43800,SH,DFND,1,43800,0,0,Put
AES CORP,CMN,00130H105,6666,428699,SH,DFND,2,428699,0,0,
AETERNA ZENTARIS INC,CMN,007975303,18,15239,SH,DFND,1,15239,0,0,
AETNA INC NEW,CMN,00817Y108,96358,1188427,SH,DFND,1,1029348,0,159079,
AETNA INC NEW,CMN,00817Y108,9927,122432,SH,DFND,1,122432,0,0,Call
AETNA INC NEW,CMN,00817Y108,3673,45300,SH,DFND,1,45300,0,0,Put
AETNA INC NEW,CMN,00817Y108,19989,246529,SH,DFND,2,246299,0,230,
AFFILIATED MANAGERS GROUP,CMN,008252108,29621,144212,SH,DFND,1,142382,0,1830,
AFFILIATED MANAGERS GROUP,CMN,008252108,349,1700,SH,DFND,1,1700,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,493,2400,SH,DFND,1,2400,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,14442,70314,SH,DFND,2,69774,0,540,
AFFILIATED MANAGERS GROUP,CMN,008252108,4021,19575,SH,DFND,3,0,0,19575,
AFFYMETRIX INC,CMN,00826T108,290,32566,SH,DFND,1,32566,0,0,
AFFYMETRIX INC,CNV,00826TAH1,1678,1000000,PRN,DFND,1,1000000,0,0,
AFFYMETRIX INC,CMN,00826T108,4790,537600,SH,DFND,1,537600,0,0,Put
AFFYMETRIX INC,CMN,00826T108,1963,220325,SH,DFND,2,220325,0,0,
AFLAC INC,CMN,001055102,57083,917001,SH,DFND,1,907197,0,9804,
AFLAC INC,CMN,001055102,37475,602000,SH,DFND,1,602000,0,0,Call
AFLAC INC,CMN,001055102,24041,386200,SH,DFND,1,386200,0,0,Put
AFLAC INC,CMN,001055102,17904,287610,SH,DFND,2,287610,0,0,
AG MTG INVT TR INC,CMN,001228105,96,5046,SH,DFND,1,5046,0,0,
AG MTG INVT TR INC,CMN,001228105,4479,236600,SH,DFND,1,236600,0,0,Call
AG MTG INVT TR INC,CMN,001228105,947,50000,SH,DFND,1,50000,0,0,Put
AGCO CORP,CMN,001084102,19993,355617,SH,DFND,1,355617,0,0,
AGCO CORP,CNV,001084AM4,21380,15468000,PRN,DFND,1,15468000,0,0,
AGCO CORP,CMN,001084102,12239,217700,SH,DFND,1,217700,0,0,Put
AGCO CORP,CMN,001084102,630,11200,SH,DFND,1,11200,0,0,Call
AGCO CORP,CMN,001084102,6772,120460,SH,DFND,2,120460,0,0,
AGENUS INC,CMN,00847G705,848,263368,SH,DFND,1,263368,0,0,
AGILE THERAPEUTICS INC,CMN,00847L100,194,22232,SH,DFND,1,22232,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,62808,1093453,SH,DFND,1,995804,0,97649,
AGILENT TECHNOLOGIES INC,CMN,00846U101,13590,236600,SH,DFND,1,236600,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,7622,132700,SH,DFND,1,132700,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,596924,10392124,SH,DFND,2,9586696,0,805428,
AGILENT TECHNOLOGIES INC,CMN,00846U101,54014,940351,SH,DFND,3,0,0,940351,
AGILENT TECHNOLOGIES INC,CMN,00846U101,4160,72420,SH,DFND,4,0,0,72420,
AGILENT TECHNOLOGIES INC,CMN,00846U101,1368,23817,SH,OTR,"6,2",0,23817,0,
AGILYSYS INC,CMN,00847J105,416,29578,SH,DFND,1,29578,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,242,5276,SH,DFND,1,5276,0,0,
AGL RES INC,CMN,001204106,21353,388030,SH,DFND,1,386035,0,1995,
AGL RES INC,CMN,001204106,10075,183091,SH,DFND,2,183091,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,5703,148897,SH,DFND,1,148897,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,1758,45900,SH,DFND,1,45900,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,4404,115000,SH,DFND,1,115000,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,5061,132138,SH,DFND,2,107338,0,24800,
AGNICO EAGLE MINES LTD,CMN,008474108,13437,350832,SH,DFND,3,350832,0,0,
AGRIUM INC,CMN,008916108,13259,144700,SH,DFND,1,144700,0,0,
AGRIUM INC,CMN,008916108,4811,52500,SH,DFND,1,52500,0,0,Put
AGRIUM INC,CMN,008916108,6891,75200,SH,DFND,1,75200,0,0,Call
AGRIUM INC,CMN,008916108,7160,78135,SH,DFND,2,78135,0,0,
AGRIUM INC,CMN,008916108,5969,65139,SH,DFND,3,65139,0,0,
AIR LEASE CORP,CMN,00912X302,22475,582552,SH,DFND,1,582552,0,0,
AIR LEASE CORP,CNV,00912XAK0,24,16000,PRN,DFND,1,16000,0,0,
AIR LEASE CORP,CMN,00912X302,42,1100,SH,DFND,1,1100,0,0,Call
AIR LEASE CORP,CMN,00912X302,682,17669,SH,DFND,2,17669,0,0,
AIR METHODS CORP,CMN,009128307,1562,30242,SH,DFND,1,30242,0,0,
AIR METHODS CORP,CMN,009128307,41556,804566,SH,DFND,2,761338,0,43228,
AIR PRODS & CHEMS INC,CMN,009158106,85279,663030,SH,DFND,1,650230,0,12800,
AIR PRODS & CHEMS INC,CMN,009158106,1479,11500,SH,DFND,1,11500,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,141,1100,SH,DFND,1,1100,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,15428,119948,SH,DFND,2,118568,0,1380,
AIRCASTLE LTD,CMN,G0129K104,1824,102630,SH,DFND,1,102630,0,0,
AIRCASTLE LTD,CMN,G0129K104,560,31538,SH,DFND,2,31538,0,0,
AIRGAS INC,CMN,009363102,26073,239398,SH,DFND,1,239398,0,0,
AIRGAS INC,CMN,009363102,195271,1792958,SH,DFND,2,1723570,0,69388,
AIRGAS INC,CMN,009363102,1030,9460,SH,OTR,"6,2",0,9460,0,
AIRTRAN HLDGS INC,CNV,00949PAD0,21,10000,PRN,DFND,1,10000,0,0,
AIXTRON SE,CMN,009606104,2039,140208,SH,DFND,1,140208,0,0,
AK STL HLDG CORP,CMN,001547108,6254,785662,SH,DFND,1,785662,0,0,
AK STL HLDG CORP,CMN,001547108,4622,580600,SH,DFND,1,580600,0,0,Call
AK STL HLDG CORP,CMN,001547108,32808,4121600,SH,DFND,1,4121600,0,0,Put
AK STL HLDG CORP,CMN,001547108,37081,4658454,SH,DFND,2,4416437,0,242017,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,33450,547817,SH,DFND,1,547572,0,245,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,10985,179900,SH,DFND,1,179900,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,6295,103100,SH,DFND,1,103100,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,6352,104024,SH,DFND,2,104024,0,0,
AKORN INC,CMN,009728106,801,24082,SH,DFND,1,24082,0,0,
AKORN INC,CMN,009728106,3325,100000,SH,DFND,1,100000,0,0,Call
AKORN INC,CMN,009728106,3325,100000,SH,DFND,1,100000,0,0,Put
AKORN INC,CMN,009728106,9508,285944,SH,DFND,2,285944,0,0,
ALAMO GROUP INC,CMN,011311107,274,5074,SH,DFND,1,5074,0,0,
ALAMOS GOLD INC,CMN,011527108,168,16519,SH,DFND,1,16519,0,0,
ALAMOS GOLD INC,CMN,011527108,1457,143700,SH,DFND,2,143700,0,0,
ALAMOS GOLD INC,CMN,011527108,1639,161668,SH,DFND,3,161668,0,0,
ALASKA AIR GROUP INC,CMN,011659109,20568,216387,SH,DFND,1,216387,0,0,
ALASKA AIR GROUP INC,CMN,011659109,3089,32500,SH,DFND,1,32500,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,4886,51400,SH,DFND,1,51400,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,33199,349275,SH,DFND,2,248200,0,101075,
ALASKA AIR GROUP INC,CMN,011659109,388,4086,SH,OTR,"6,2",0,4086,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,149,82589,SH,DFND,1,82589,0,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,28,15460,SH,DFND,2,15460,0,0,
ALBANY INTL CORP,CMN,012348108,349,9199,SH,DFND,1,9199,0,0,
ALBANY INTL CORP,CMN,012348108,312,8210,SH,DFND,2,8210,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,288,14307,SH,DFND,1,14307,0,0,
ALBEMARLE CORP,CMN,012653101,15008,209908,SH,DFND,1,209822,0,86,
ALBEMARLE CORP,CMN,012653101,1805,25251,SH,DFND,2,25251,0,0,
ALCATEL-LUCENT,CMN,013904305,5297,1488019,SH,DFND,1,1484708,0,3311,
ALCATEL-LUCENT,CMN,013904305,2327,653666,SH,DFND,2,653666,0,0,
ALCOA INC,CMN,013817101,43028,2889737,SH,DFND,1,2852172,0,37565,
ALCOA INC,CMN,013817101,13358,897100,SH,DFND,1,897100,0,0,Put
ALCOA INC,CMN,013817101,20711,1390900,SH,DFND,1,1390900,0,0,Call
ALCOA INC,CMN,013817101,8679,582906,SH,DFND,2,582906,0,0,
ALCOA INC,CMN,013817101,237,15942,SH,DFND,3,15942,0,0,
ALCOA INC,CMN,013817101,859,57715,SH,DFND,7,57715,0,0,
ALCOBRA LTD,CMN,M2239P109,281,16255,SH,DFND,1,16255,0,0,
ALCOBRA LTD,CMN,M2239P109,10,600,SH,DFND,1,600,0,0,Call
ALCOBRA LTD,CMN,M2239P109,1731,100000,SH,DFND,1,100000,0,0,Put
ALERE INC,CMN,01449J105,1197,31997,SH,DFND,1,31997,0,0,
ALERE INC,CNV,01449JAA3,165,149000,PRN,DFND,1,149000,0,0,
ALERE INC,CMN,01449J105,1194,31900,SH,DFND,1,31900,0,0,Put
ALERE INC,CMN,01449J105,2619,70000,SH,DFND,1,70000,0,0,Call
ALERE INC,CMN,01449J105,1293,34560,SH,DFND,2,34560,0,0,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,1684,40626,SH,DFND,1,40626,0,0,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,656,15831,SH,DFND,2,15831,0,0,
ALEXANDERS INC,CMN,014752109,946,2561,SH,DFND,1,2561,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,19075,245682,SH,DFND,1,245682,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,2577,33193,SH,DFND,2,33193,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,16,209,SH,OTR,"6,2",0,209,0,
