nameOfIssuer,sprice,sshPrnamt
AMPLIPHI BIOSCIENCES CORP,3.94101430237,324282
AMSURG CORP,74.6004191177,1028828
AMTRUST FINL SVCS INC,25.8800403749,2562979
AMYRIS INC,1.11106741131,101704
ANACOR PHARMACEUTICALS INC,53.4503745528,1561729
ANADARKO PETE CORP,46.5699957623,7494568
ANALOG DEVICES INC,59.1903774528,2383901
ANALOGIC CORP,78.9998670036,15038
ANAVEX LIFE SCIENCES CORP,4.89810511262,55940
ANCHOR BANCORP WIS INC DEL,45.0401309125,12833
ANDERSONS INC,31.4134097688,25817
ANGIES LIST INC,8.03571428571,10080
ANGIODYNAMICS INC,12.2960714655,57986
ANGLOGOLD ASHANTI LTD,13.6903731222,1524648
ANHEUSER BUSCH INBEV SA/NV,124.659139012,507905
ANI PHARMACEUTICALS INC,33.6710932091,15889
ANIKA THERAPEUTICS INC,44.7339190144,9903
ANIXTER INTL INC,52.1097119965,631034
ANNALY CAP MGMT INC,10.2599955898,4095031
ANSYS INC,89.4599563578,605377
ANTARES PHARMA INC,0.87305744718,22908
ANTERO MIDSTREAM PARTNERS LP,22.1100361738,12933674
ANTERO RES CORP,24.8696453592,1391013
ANTHEM INC,138.415126332,1797607
ANTHERA PHARMACEUTICALS INC,3.64342968181,16468
ANWORTH MORTGAGE ASSET CP,4.66005205805,945483
AON PLC,104.450620749,869272
APACHE CORP,48.8101242755,4609515
APARTMENT INVT & MGMT CO,41.8202040319,1941167
API TECHNOLOGIES CORP,1.97256815223,76043
APOGEE ENTERPRISES INC,43.8795474523,70534
APOLLO COML REAL EST FIN INC,16.2999596549,3841850
APOLLO ED GROUP INC,8.2138840189,340521
APOLLO GLOBAL MGMT LLC,17.1199004021,4959141
APOLLO INVT CORP,5.5483063344,94263
APOLLO RESIDENTIAL MTG INC,13.4202373174,189788
APPFOLIO INC,12.2527649029,21791
APPLE HOSPITALITY REIT INC,19.8110436192,527635
APPLE INC,108.989998625,55306093
APPLIED DNA SCIENCES INC,3.41894596398,11992
APPLIED GENETIC TECHNOL CORP,13.968393087,36511
APPLIED INDL TECHNOLOGIES IN,43.3952246234,126189
APPLIED MATLS INC,21.1801881449,5653302
APPLIED MICRO CIRCUITS CORP,6.46241289368,25687
APPLIED OPTOELECTRONICS INC,14.9007920947,25502
APPROACH RESOURCES INC,1.16268827623,113530
APTARGROUP INC,78.4118095115,93213
AQUA AMERICA INC,31.8197470428,429796
AQUINOX PHARMACEUTICALS INC,8.81979806599,970317
ARADIGM CORP,4.455298505,30301
ARALEZ PHARMACEUTICALS INC,3.53425634707,30841
ARAMARK,33.1198221109,1446294
ARATANA THERAPEUTICS INC,5.51191952597,14514
ARBOR RLTY TR INC,6.76886139071,108290
ARBUTUS BIOPHARMA CORP,4.1296540413,748731
ARC DOCUMENT SOLUTIONS INC,4.50878550116,45245
ARC LOGISTICS PARTNERS LP,10.2296161445,786051
ARCADIA BIOSCIENCES INC,2.79552715655,15024
ARCBEST CORP,21.5910638878,88092
ARCELORMITTAL SA LUXEMBOURG,4.58002113841,20590953
ARCH CAP GROUP LTD,71.1002382738,722698
ARCHER DANIELS MIDLAND CO,36.309661553,1763112
ARCHROCK INC,8.0,1706125
ARCHROCK PARTNERS L P,11.080997207,725025
ARCOS DORADOS HOLDINGS INC,3.75450999066,54601
ARDELYX INC,7.77461319375,12991
ARDMORE SHIPPING CORP,8.45630509774,41744
ARENA PHARMACEUTICALS INC,1.96839650273,274843
ARES CAP CORP,14.8406456798,532524
ARES COML REAL ESTATE CORP,10.9497650079,80641
ARES MGMT L P,15.4053153275,81011
ARGO GROUP INTL HLDGS LTD,57.3903857309,212039
ARIAD PHARMACEUTICALS INC,6.38991162852,590462
ARISTA NETWORKS INC,63.1000654022,38225
ARLINGTON ASSET INVT CORP,12.5547879058,13461
ARM HLDGS PLC,43.6899204514,275052
ARMADA HOFFLER PPTYS INC,11.2471341437,23117
ARMCO METALS HLDGS INC,0.340147624069,29399
ARMOUR RESIDENTIAL REIT INC,21.5313346165,183918
ARMSTRONG WORLD INDS INC NEW,48.3701559854,1035866
ARQULE INC,1.61157904339,32887
ARRAY BIOPHARMA INC,2.95136142312,568890
ARRIS INTL INC,22.9201697367,1573025
ARROW ELECTRS INC,64.4101887662,1037103
ARROWHEAD RESH CORP,4.82833514326,59855
ARTISAN PARTNERS ASSET MGMT,30.8396393912,580130
ASANKO GOLD INC,2.12835859271,70007
ASB BANCORP INC N C,24.2217996197,9991
ASBURY AUTOMOTIVE GROUP INC,59.839469332,222512
ASCENA RETAIL GROUP INC,11.0597645765,501819
ASCENT CAP GROUP INC,14.8073088615,30593
ASHFORD HOSPITALITY PRIME IN,11.661040726,45622
ASHFORD HOSPITALITY TR INC,6.37755102041,170128
ASHFORD INC,45.607367344,6841
ASHLAND INC NEW,109.960003754,1449136
ASML HOLDING N V,100.391328573,154346
ASPEN AEROGELS INC,4.49657869013,25575
ASPEN INSURANCE HOLDINGS LTD,47.7018425985,383046
ASPEN TECHNOLOGY INC,36.1299204029,849905
ASSOCIATED BANC CORP,11.5459853934,1092934
ASSOCIATED CAP GROUP INC,28.0210867802,24660
ASSURANT INC,77.149603966,762687
ASSURED GUARANTY LTD,25.3001383919,2161253
ASTEC INDS INC,46.7246196833,6442
ASTORIA FINL CORP,15.8408714956,908599
ASTRAZENECA PLC,28.1592172081,2008401
ASTRONICS CORP,38.1531767455,49642
AT&T INC,39.1700124236,24710153
ATHENAHEALTH INC,138.780883569,65326
ATHERSYS INC,2.24703266418,127724
ATLANTIC PWR CORP,2.46151688348,285190
ATLANTIC TELE NETWORK INC,75.8474825216,17021
ATLANTICUS HLDGS CORP,3.003003003,39627
ATLAS AIR WORLDWIDE HLDGS IN,42.2714784882,187455
ATLASSIAN CORP PLC,25.1574584148,55729
ATMEL CORP,8.1200781248,2799111
ATMOS ENERGY CORP,74.2602136973,1567919
ATRICURE INC,16.8363952715,19541
ATRION CORP,395.239637306,6176
ATWOOD OCEANICS INC,9.16900453474,482277
ATYR PHARMA INC,3.92954880359,42753
AU OPTRONICS CORP,2.94862146815,146170
AURINIA PHARMACEUTICALS INC,2.8885311109,21118
AURIS MED HLDG AG,3.64461002673,24694
AUTOBYTEL INC,17.3642316087,31156
AUTODESK INC,58.3104580103,1515097
AUTOHOME INC,27.9371996654,102802
AUTOLIV INC,118.477153998,241574
AUTOMATIC DATA PROCESSING IN,89.7101039397,1622961
AUTONATION INC,46.6795832723,867617
AUTOZONE INC,796.693239566,83042
AVALANCHE BIOTECHNOLOGIES IN,5.16987054116,212191
AVALONBAY CMNTYS INC,190.200122638,1040462
AVANGRID INC,40.1095708475,120470
AVERY DENNISON CORP,72.1101371427,2004628
AVEXIS INC,27.2427871117,65889
AVG TECHNOLOGIES N V,20.7520876319,92569
AVIANCA HLDGS SA,4.96962888128,1908392
AVIAT NETWORKS INC,0.705284935114,63804
AVID TECHNOLOGY INC,6.76180204099,48212
AVINGER INC,9.56901171247,13063
AVIS BUDGET GROUP,27.359436666,925348
AVISTA CORP,40.7745030843,145900
AVIVA PLC,13.0602971744,460403
AVNET INC,44.3002198391,1627554
AVON PRODS INC,4.80987988593,977987
AVX CORP NEW,12.5695629591,67385
AWARE INC MASS,3.71039398526,20483
AXALTA COATING SYS LTD,29.2000404371,8556495
AXCELIS TECHNOLOGIES INC,2.80139103555,41408
AXIALL CORP,21.8402852274,731767
AXIS CAPITAL HOLDINGS LTD,55.460014694,858853
AXOGEN INC,5.36932536006,47492
AXOVANT SCIENCES LTD,11.4725014784,16910
AZZ INC,56.6016022096,156409
B & G FOODS INC NEW,34.8156997007,81199
B2GOLD CORP,1.6575679108,242524
BABCOCK & WILCOX ENTERPRIS I,21.4035471863,54804
BADGER METER INC,66.4350846722,4606
BAIDU INC,190.879701153,2068748
BAKER HUGHES INC,43.830344955,1397023
BALCHEM CORP,62.0073327223,21820
BALL CORP,71.2899095452,3268485
BALLARD PWR SYS INC NEW,1.39940924268,851788
BANC OF CALIFORNIA INC,17.4620498065,10079
BANCFIRST CORP,57.0199031737,3718
BANCO BILBAO VIZCAYA ARGENTA,6.52017282037,3590549
BANCO BRADESCO S A,7.4541984866,4584128
BANCO DE CHILE,64.4490309265,62018
BANCO MACRO SA,64.4696996687,280690
BANCO SANTANDER BRASIL S A,4.64937528785,983573
BANCO SANTANDER CHILE NEW,19.353230583,168499
BANCO SANTANDER SA,4.35990107726,4339548
BANCOLOMBIA S A,34.1811606056,220092
BANCORP INC DEL,5.73304359887,21629
BANCORPSOUTH INC,21.3099843111,2657299
BANK AMER CORP,13.4793164588,73379166
BANK HAWAII CORP,68.2848637509,109175
BANK MONTREAL QUE,60.6902182506,1467304
BANK MUTUAL CORP NEW,7.58235565347,19519
BANK N S HALIFAX,48.8596455301,2026519
BANK NEW YORK MELLON CORP,36.8301715107,4316814
BANK OF THE OZARKS INC,41.9697278196,1753359
BANKFINANCIAL CORP,11.8361871696,25346
BANKRATE INC DEL,9.16808149406,135470
BANKUNITED INC,34.4393218658,354856
BANKWELL FINL GROUP INC,19.5530726257,12172
BANNER CORP,42.0397764973,2244089
BANRO CORP,0.258801747907,100463
BAOZUN INC,5.8400729738,3688995
BARCLAYS BANK PLC,27.5481611208,57100
BARCLAYS BK PLC,17.5177250686,3122837
BARCLAYS PLC,8.62044858872,1180101
BARD C R INC,202.66884455,1137496
BARNES & NOBLE ED INC,9.79668666645,93501
BARNES & NOBLE INC,12.3617334218,381419
BARNES GROUP INC,35.030369278,1357622
BARRACUDA NETWORKS INC,15.4010409716,37465
BARRETT BILL CORP,6.2201446704,293080
BARRETT BUSINESS SERVICES IN,28.7482806052,7270
BARRICK GOLD CORP,13.5797927489,3172287
BASIC ENERGY SVCS INC NEW,2.76176381346,161491
BASSETT FURNITURE INDS INC,31.8252072502,14234
BAXALTA INC,40.400034826,8614250
BAXTER INTL INC,41.0802628664,2437740
BAY BANCORP INC,4.77374440577,10055
BAYLAKE CORP,15.9655777614,17663
BAYTEX ENERGY CORP,3.9695937305,195486
BAZAARVOICE INC,3.14827279241,46057
BB&T CORP,33.269639232,2683137
BBCN BANCORP INC,15.1846774865,132041
BBVA BANCO FRANCES S A,19.9707245072,653106
BCE INC,45.5398492348,2410636
BE AEROSPACE INC,46.1198898373,1279925
BEACON ROOFING SUPPLY INC,41.0102102484,1571950
BEAR ST FINL INC,9.30825004899,10206
BEASLEY BROADCAST GROUP INC,3.52832685137,24941
BEAZER HOMES USA INC,8.7205869653,567393
BEBE STORES INC,0.557180665831,100506
BECTON DICKINSON & CO,151.819315433,535696
BED BATH & BEYOND INC,49.6395513096,1851165
BEIGENE LTD,29.3145410295,27529
BELDEN INC,61.3805685117,111273
BELLATRIX EXPLORATION LTD,1.00952243005,1366983
BELMOND LTD,9.48811937283,146499
BEMIS INC,51.7801628456,1151889
BENCHMARK ELECTRS INC,23.0504488175,370752
BENEFICIAL BANCORP INC,13.6905951284,155143
BENEFITFOCUS INC,33.349960099,6242946
BERKLEY W R CORP,56.2000359941,3428343
BERKSHIRE HATHAWAY INC DEL,145.830415624,3941448
BERKSHIRE HILLS BANCORP INC,26.9339456023,11324
BERRY PLASTICS GROUP INC,36.1499530237,3169686
BEST BUY INC,32.4398786341,4006396
BGC PARTNERS INC,9.05033727787,1220507
BHP BILLITON LTD,25.9001641323,1667557
BHP BILLITON PLC,22.7289953698,303445
BIG 5 SPORTING GOODS CORP,11.0881135423,20292
BIG LOTS INC,45.2908389063,1160058
BIGLARI HLDGS INC,371.921182266,1218
BIO PATH HOLDINGS INC,2.5920062328,200231
BIO RAD LABS INC,136.721753367,110553
BIO TECHNE CORP,94.5205130977,314482
BIOAMBER INC,4.18981692322,10979
BIOANALYTICAL SYS INC,1.16876069625,23957
BIOCRYST PHARMACEUTICALS,2.83008651886,1237418
BIODEL INC,0.331643530582,21107
BIODELIVERY SCIENCES INTL IN,3.23012454895,103092
BIOGEN INC,260.321018782,1438109
BIOLASE INC,1.31124729053,37369
BIOMARIN PHARMACEUTICAL INC,82.4806616551,844307
BIOSCRIP INC,2.13564213564,69300
BIOSPECIFICS TECHNOLOGIES CO,34.8090073096,33928
BIOTA PHARMACEUTIALS INC,1.50599425344,50465
BIOTELEMETRY INC,11.7114934173,12381
BIOTIME INC,2.83809649528,15151
BITAUTO HLDGS LTD,24.8007401082,28104
BJS RESTAURANTS INC,41.5728842943,203041
BLACK BOX CORP DEL,13.4758907891,42743
BLACK DIAMOND INC,4.52768855694,25841
BLACK HILLS CORP,60.1298352436,1116800
BLACK KNIGHT FINL SVCS INC,31.0300215849,5317141
BLACK STONE MINERALS L P,14.0095991698,508794
BLACKBAUD INC,62.8863794617,165155
BLACKBERRY LTD,8.090120188,1946201
BLACKHAWK NETWORK HLDGS INC,34.3018858718,163956
BLACKROCK CAPITAL INVESTMENT,9.41256714127,58645
BLACKROCK CORE BD TR,13.388173081,47654
BLACKROCK CORPOR HI YLD FD I,9.9984964667,13302
BLACKROCK CR ALLCTN INC TR,12.5361620058,15555
BLACKROCK ENH CAP & INC FD I,13.5254151988,15896
BLACKROCK ENHANCED EQT DIV T,7.53230198737,17259
BLACKROCK FLOAT RATE OME STR,13.052396047,21452
BLACKROCK GLOBAL OPP EQTY TR,11.8739713144,17012
BLACKROCK INC,340.572077062,331319
BLACKROCK INTL GRWTH & INC T,5.91177808095,10995
BLACKROCK RES & COMM STRAT T,7.23910550459,13952
BLACKSTONE GROUP L P,28.0499832445,5663818
BLACKSTONE MTG TR INC,26.8601605936,4138769
BLDRS INDEX FDS TR,22.6786898941,81398
BLOCK H & R INC,26.4203154859,1319742
BLOOMIN BRANDS INC,16.8699046785,2841332
BLOUNT INTL INC NEW,9.98714671946,67687
BLUCORA INC,5.15935214211,168432
BLUE BUFFALO PET PRODS INC,25.6598958447,4840082
BLUE HILLS BANCORP INC,13.646702047,10552
BLUE NILE INC,25.6874504922,8837
BLUEBIRD BIO INC,42.4992617384,406360
BLUELINX HLDGS INC,0.605245460659,29740
BLUEPRINT MEDICINES CORP,18.0574960837,47238
BMC STK HLDGS INC,16.6192543794,153617
BNC BANCORP,21.1199392313,784614
BOARDWALK PIPELINE PARTNERS,14.7399166347,5503966
BOB EVANS FARMS INC,46.6891901948,201567
BOEING CO,126.939858047,2793890
BOFI HLDG INC,21.3364154043,154009
BOINGO WIRELESS INC,7.72395590747,25764
BOK FINL CORP,54.6176583407,221595
BON-TON STORES INC,2.27270421363,98561
BONA FILM GROUP LTD,13.5635018496,17842
BONANZA CREEK ENERGY INC,1.58917294637,599683
BOOT BARN HLDGS INC,9.39994829329,1930117
BOOZ ALLEN HAMILTON HLDG COR,30.2779813818,309697
BORGWARNER INC,38.4003197978,7119498
BOSTON BEER INC,185.064371055,51809
BOSTON PRIVATE FINL HLDGS IN,11.4503647858,2711180
BOSTON PROPERTIES INC,127.080252587,1043443
BOSTON SCIENTIFIC CORP,18.809991707,3627168
BOTTOMLINE TECH DEL INC,30.4901165584,888911
BOULDER GROWTH & INCOME FD I,7.84942956721,554053
BOX INC,12.2560699928,81837
BOYD GAMING CORP,20.6600865263,231606
BP PLC,30.1799347429,10050088
BRADY CORP,26.8389021112,356721
BRANDYWINE RLTY TR,14.0299504749,5878638
BRASKEM S A,12.9137684198,69151
BRAVO BRIO RESTAURANT GROUP,7.74530553429,22207
BREITBURN ENERGY PARTNERS LP,0.570613409415,38555
BRF SA,14.2181971326,277813
BRIDGEPOINT ED INC,10.0760794891,117903
BRIGGS & STRATTON CORP,23.9163373838,134636
BRIGHT HORIZONS FAM SOL IN D,64.7808830244,85411
BRIGHTCOVE INC,6.23629719854,41050
BRINKER INTL INC,45.9494251141,796245
BRINKS CO,33.5892387584,151358
BRISTOL MYERS SQUIBB CO,63.8800438581,5249652
BRISTOW GROUP INC,18.9248578007,95113
BRITISH AMERN TOB PLC,116.908248795,266645
BRIXMOR PPTY GROUP INC,25.6199258201,8535739
BROADCOM LTD,154.499847943,1749348
BROADRIDGE FINL SOLUTIONS IN,59.3105323947,1117761
BROADSOFT INC,40.362225097,27055
BROCADE COMMUNICATIONS SYS I,10.5799737178,21877181
BROOKDALE SR LIVING INC,15.8800931164,1765103
BROOKFIELD ASSET MGMT INC,34.7904654461,1807363
BROOKFIELD INFRAST PARTNERS,42.1212121212,6600
BROOKFIELD PPTY PARTNERS L P,23.1805100613,266517
BROOKFIELD RENEWABLE ENRGY P,29.9447858224,89832
BROOKLINE BANCORP INC DEL,11.0100411468,2245859
BROOKS AUTOMATION INC,10.3939514524,62825
BROWN & BROWN INC,35.7999908632,372123
BROWN FORMAN CORP,98.5315422099,2277900
