nameOfIssuer,sprice,sshPrnamt
ADVANCED ENERGY INDS,64.6916146916,202020
ADVANCED MICRO DEVICES INC,12.480004067,8891183
ADVANCED SEMICONDUCTOR ENGR,6.30920220224,58486
ADVANSIX INC,31.2389641356,376613
ADVANTAGE OIL & GAS LTD,6.7497610704,150672
ADVERUM BIOTECHNOLOGIES INC,2.49952390021,168032
ADVISORSHARES TR,36.8041852141,21791
ADVISORY BRD CO,51.5016319855,292282
AECOM,32.3301024126,510484
AEGEAN MARINE PETROLEUM NETW,5.84251526423,56996
AEGION CORP,21.8748297838,91795
AEGON N V,5.10998239628,1040121
AEMETIS INC,1.34514954898,12638
AERCAP HOLDINGS NV,46.4311081838,774330
AERIE PHARMACEUTICALS INC,52.5462703035,204829
AEROHIVE NETWORKS INC,5.0288476532,25652
AEROJET ROCKETDYNE HLDGS INC,20.7969136175,165890
AEROVIRONMENT INC,38.2001586928,816672
AES CORP,11.1100187688,11148316
AETNA INC NEW,151.82987636,3000312
AEVI GENOMIC MEDICINE INC,1.33087139058,393727
AFFILIATED MANAGERS GROUP,165.859886469,1397324
AFFIMED N V,2.05970604689,39326
AFLAC INC,77.6801643693,3696555
AG MTG INVT TR INC,18.301111992,196764
AGCO CORP,67.3898654281,885326
AGENUS INC,3.90979896424,613075
AGILE THERAPEUTICS INC,3.75583430572,82272
AGILENT TECHNOLOGIES INC,59.309923808,5431806
AGIOS PHARMACEUTICALS INC,51.4496551866,681093
AGNC INVT CORP,21.2899788248,6030161
AGNICO EAGLE MINES LTD,45.1205891983,445894
AGREE REALTY CORP,45.8717955311,77782
AGRIUM INC,90.4884139883,258674
AGROFRESH SOLUTIONS,7.20569752828,11935
AILERON THERAPEUTICS INC,11.1466666667,37500
AIMMUNE THERAPEUTICS INC,20.5605668119,227377
AIR LEASE CORP,37.3586068732,324450
AIR PRODS & CHEMS INC,143.059859012,1182512
AIR TRANSPORT SERVICES GRP I,21.7779124171,89127
AIRCASTLE LTD,21.753290392,96721
AK STL HLDG CORP,6.56990875403,5019400
AKAMAI TECHNOLOGIES INC,49.8101216283,1111501
AKEBIA THERAPEUTICS INC,14.3718524102,291890
AKORN INC,33.5399894947,4058916
ALAMO GROUP INC,90.8072118395,30339
ALAMOS GOLD INC NEW,7.18061050572,812605
ALASKA AIR GROUP INC,89.760519274,860278
ALASKA COMMUNICATIONS SYS GR,2.20403842316,115243
ALBANY INTL CORP,53.393002899,35529
ALBANY MOLECULAR RESH INC,21.6994144675,218946
ALBEMARLE CORP,105.539703169,483979
ALCENTRA CAP CORP,13.6033293993,16099
ALCOA CORP,32.6508147829,806718
ALCOBRA LTD,1.10322509469,27193
ALDER BIOPHARMACEUTICALS INC,11.450620764,718389
ALERE INC,50.1899332686,2797035
ALEXANDER & BALDWIN INC NEW,41.3771911073,149696
ALEXANDERS INC,421.429775755,11862
ALEXANDRIA REAL ESTATE EQ IN,120.470406024,2094531
ALEXCO RESOURCE CORP,1.32632509702,20357
ALEXION PHARMACEUTICALS INC,121.669998005,4801874
ALGONQUIN PWR UTILS CORP,10.5432098765,81000
ALIBABA GROUP HLDG LTD,140.899920246,15388497
ALIGN TECHNOLOGY INC,150.119528873,1556946
ALIMERA SCIENCES INC,1.38896660227,303823
ALKERMES PLC,57.9700363986,3096824
ALLEGHANY CORP DEL,594.797687861,44980
ALLEGHENY TECHNOLOGIES INC,17.0092262943,819614
ALLEGIANT TRAVEL CO,135.606740453,70203
ALLEGION PUB LTD CO,81.1189042729,906065
ALLERGAN PLC,246.749785056,4490703
ALLETE INC,71.6698701147,68676
ALLIANCE DATA SYSTEMS CORP,256.693585931,259913
ALLIANCE HEALTHCARE SRVCS IN,13.3120036565,17503
ALLIANCE HOLDINGS GP LP,23.6996828709,170593
ALLIANCE RES PARTNER L P,18.9006046664,967641
ALLIANCEBERNSTEIN HOLDING LP,23.650187036,592934
ALLIANT ENERGY CORP,40.1701937135,1447292
ALLIED WRLD ASSUR COM HLDG A,52.900650354,616741
ALLISON TRANSMISSION HLDGS I,37.5095345953,1030458
ALLSCRIPTS HEALTHCARE SOLUTN,12.7599659533,7287637
ALLSTATE CORP,88.4400522238,2623325
ALLY FINL INC,20.8998935759,5533521
ALMOST FAMILY INC,61.6504937156,586370
ALNYLAM PHARMACEUTICALS INC,79.7605628585,1511712
ALON USA ENERGY INC,13.3203096253,149471
ALON USA PARTNERS LP,10.4768664031,59178
ALPHA & OMEGA SEMICONDUCTOR,16.6697883499,42712
ALPHABET INC,920.44985337,4257654
ALPINE GLOBAL PREMIER PPTYS,6.32911392405,10112
ALPINE TOTAL DYNAMIC DIVID F,8.7047876332,26652
ALPS ETF TR,12.0433013733,42434959
ALTABA INC,54.480019419,30666876
ALTERYX INC,19.5269704195,31034
ALTICE USA INC,32.2993379115,438461
ALTIMMUNE INC,3.19942513003,58448
ALTISOURCE ASSET MGMT CORP,91.4159671589,16321
ALTISOURCE PORTFOLIO SOLNS S,21.8179292228,158356
ALTISOURCE RESIDENTIAL CORP,12.93891203,370433
ALTRA INDL MOTION CORP,39.7078104514,5339
ALTRIA GROUP INC,74.470093206,10436458
AMAG PHARMACEUTICALS INC,18.3991851177,559590
AMARIN CORP PLC,4.02974120488,291582
AMAYA INC,17.8964543783,38611
AMAZON COM INC,968.000392955,3664545
AMBAC FINL GROUP INC,17.3498632875,1821340
AMBARELLA INC,48.5525125982,220071
AMBER RD INC,8.60306643952,11740
AMBEV SA,5.48997407527,15382222
AMC ENTMT HLDGS INC,22.7459038792,91489
AMC NETWORKS INC,53.4111658023,439234
AMDOCS LTD,64.4597131739,1516389
AMEC FOSTER WHEELER PLC,6.01634977496,65322
AMEDISYS INC,62.7949388031,53189
AMERCO,366.059852354,75586
AMEREN CORP,54.6700832999,3205885
AMERESCO INC,7.68511787309,19258
AMERICA MOVIL SAB DE CV,15.9198363437,5560924
AMERICAN AIRLS GROUP INC,50.3199918382,2607254
AMERICAN ASSETS TR INC,39.3895980004,292463
AMERICAN AXLE & MFG HLDGS IN,15.6003425932,615307
AMERICAN CAMPUS CMNTYS INC,47.2997977147,880934
AMERICAN EAGLE OUTFITTERS NE,12.0501109163,2462218
AMERICAN ELEC PWR INC,69.4698037735,3749442
AMERICAN EQTY INVT LIFE HLD,26.2794206937,614321
AMERICAN EXPRESS CO,84.2396970621,3654346
AMERICAN FINL GROUP INC OHIO,99.3695373398,913932
AMERICAN HOMES 4 RENT,22.5700369898,5886211
AMERICAN INTL GROUP INC,62.0827797782,8033677
AMERICAN MIDSTREAM PARTNERS,12.8212633921,17081
AMERICAN NATL BANKSHARES INC,36.9227495212,9398
AMERICAN NATL INS CO,116.484981197,21007
AMERICAN OUTDOOR BRANDS CORP,22.1608101726,171519
AMERICAN PUBLIC EDUCATION IN,23.6526367753,46591
AMERICAN RAILCAR INDS INC,38.2999889466,18094
AMERICAN RENAL ASSOCIATES HO,18.5496845156,701144
AMERICAN SOFTWARE INC,10.2920503105,214826
AMERICAN STS WTR CO,47.4216013848,49682
AMERICAN SUPERCONDUCTOR CORP,4.61768062505,56955
AMERICAN TOWER CORP NEW,132.21130233,8093181
AMERICAN VANGUARD CORP,17.2662964935,13147
AMERICAN WOODMARK CORP,95.5606223176,44736
AMERICAN WTR WKS CO INC NEW,77.949875467,822272
AMERICAS CAR MART INC,38.9131314949,22229
AMERIGAS PARTNERS L P,45.1698431655,1712315
AMERIPRISE FINL INC,127.289462832,1755652
AMERIS BANCORP,48.2001350481,1030744
AMERISAFE INC,56.9500158274,559157
AMERISOURCEBERGEN CORP,94.5298455333,1342814
AMETEK INC NEW,60.5698718451,2435881
AMGEN INC,172.229869382,5895435
AMICUS THERAPEUTICS INC,10.0704410211,921906
AMIRA NATURE FOODS LTD,5.55097142,39993
AMKOR TECHNOLOGY INC,9.77052302032,1239340
AMN HEALTHCARE SERVICES INC,39.0500362134,810473
AMPCO-PITTSBURGH CORP,14.7445570166,23195
AMPHASTAR PHARMACEUTICALS IN,17.8597066967,195020
AMPHENOL CORP NEW,73.8199921837,4173341
AMPIO PHARMACEUTICALS INC,0.522064270345,283490
AMPLIFY SNACK BRANDS,9.63689554294,34866
AMTECH SYS INC,8.44280959888,28545
AMTRUST FINL SVCS INC,15.1400260777,5205209
ANADARKO PETE CORP,45.3399988224,3566630
ANALOG DEVICES INC,77.8001810652,4459167
ANALOGIC CORP,72.6584442545,16378
ANAPTYSBIO INC,23.9432967413,11569
ANDERSONS INC,34.1214168182,11547
ANGIES LIST INC,12.7884084712,242798
ANGIODYNAMICS INC,16.2071952557,330162
ANGLOGOLD ASHANTI LTD,9.71976849525,1329044
ANHEUSER BUSCH INBEV SA/NV,110.359587897,898028
ANI PHARMACEUTICALS INC,46.7893861971,16243
ANIKA THERAPEUTICS INC,49.3391505197,31172
ANIXTER INTL INC,78.2001325634,734743
ANNALY CAP MGMT INC,12.0500552088,8416227
ANSYS INC,121.679585602,994793
ANTARES PHARMA INC,3.21882194278,379642
ANTERO MIDSTREAM GP LP,21.9799620963,5760383
ANTERO MIDSTREAM PARTNERS LP,33.1799751389,9731683
ANTERO RES CORP,21.6098094909,3861811
ANTHEM INC,188.129978371,2221108
ANTHERA PHARMACEUTICALS INC,1.61622786471,42692
ANWORTH MORTGAGE ASSET CP,6.0102442877,915437
AON PLC,132.949893112,1466026
APACHE CORP,47.9308136342,1445834
APARTMENT INVT & MGMT CO,42.9695845075,1371505
APOGEE ENTERPRISES INC,56.8151268035,22318
APOLLO COML REAL EST FIN INC,18.5477266523,329690
APOLLO GLOBAL MGMT LLC,26.4500153058,4971982
APOLLO INVT CORP,6.39190200668,505014
APPFOLIO INC,32.6253412344,30038
APPIAN CORP,18.1443703413,20392
APPLE HOSPITALITY REIT INC,18.7099157076,638966
APPLE INC,144.019994437,50287587
APPLIED DNA SCIENCES INC,1.77347457221,20863
APPLIED GENETIC TECHNOL CORP,5.09728005794,143606
APPLIED INDL TECHNOLOGIES IN,59.0557635037,73202
APPLIED MATLS INC,41.3099335742,10974358
APPLIED OPTOELECTRONICS INC,61.7900715187,171144
APPROACH RESOURCES INC,3.37100262369,681103
APPTIO INC,17.3439938136,72417
APTARGROUP INC,86.85801523,328824
APTEVO THERAPEUTICS INC,2.07455429498,92550
AQUA AMERICA INC,33.2993445852,692386
AQUA METALS INC,12.5499144324,17530
AQUABOUNTY TECHNOLOGIES INC,8.017355216,10602
AQUAVENTURE HLDGS LTD,15.2355595,40563
AQUINOX PHARMACEUTICALS INC,14.0700553331,962896
ARALEZ PHARMACEUTICALS INC,1.34801399465,97180
ARAMARK,40.9799456031,1898636
ARATANA THERAPEUTICS INC,7.23431130505,34834
ARBOR RLTY TR INC,8.36397721537,13869
ARBUTUS BIOPHARMA CORP,3.59845593527,91706
ARC DOCUMENT SOLUTIONS INC,4.15352811729,104971
ARC LOGISTICS PARTNERS LP,15.1907062456,686999
ARCA BIOPHARMA INC,2.41023422533,16181
ARCADIA BIOSCIENCES INC,0.462820117248,12964
ARCBEST CORP,20.5991376703,115733
ARCELORMITTAL SA LUXEMBOURG,22.7304078503,1602083
ARCH CAP GROUP LTD,93.2901059601,1609474
ARCH COAL INC,68.3003546611,249252
ARCHER DANIELS MIDLAND CO,41.3799876071,4765637
ARCHROCK INC,11.3987964612,551374
ARCHROCK PARTNERS L P,14.9099345602,4027516
ARCONIC INC,22.6497105286,1996052
ARCOS DORADOS HOLDINGS INC,7.44827586207,137750
ARDAGH GROUP S A,22.6147389033,124609
ARDELYX INC,5.10312566447,61139
ARDMORE SHIPPING CORP,8.1448472139,53408
ARENA PHARMACEUTICALS INC,16.8736580642,118765
ARES CAP CORP,16.3799338376,2421011
ARES COML REAL ESTATE CORP,13.0993194494,19543
ARES MGMT L P,18.0211282193,14483
ARGAN INC,59.9981533566,281592
ARGO GROUP INTL HLDGS LTD,60.5979853968,187630
ARGOS THERAPEUTICS INC,0.363038999465,110181
ARISTA NETWORKS INC,149.78978031,696890
ARLINGTON ASSET INVT CORP,13.6857242029,20167
ARMADA HOFFLER PPTYS INC,12.9497478479,173903
ARMOUR RESIDENTIAL REIT INC,24.9989376759,305933
ARMSTRONG FLOORING INC,17.973629424,86460
ARMSTRONG WORLD INDS INC NEW,46.0008415896,715313
ARQULE INC,1.26555578992,18964
ARRAY BIOPHARMA INC,8.36964973821,1446775
ARRIS INTL INC,28.0207478689,1222487
ARROW ELECTRS INC,78.4200696686,1373934
ARROW FINL CORP,31.5928038613,6837
ARROWHEAD PHARMACEUTICALS IN,1.61916893224,315594
ARTESIAN RESOURCES CORP,37.6970527759,5836
ARTISAN PARTNERS ASSET MGMT,30.700590773,1111933
ASANKO GOLD INC,1.5301756195,2480761
ASBURY AUTOMOTIVE GROUP INC,56.5499968006,546985
ASCENA RETAIL GROUP INC,2.15008119816,2784546
ASCENT CAP GROUP INC,15.3396639883,17797
ASHFORD HOSPITALITY PRIME IN,10.2884271453,153765
ASHFORD HOSPITALITY TR INC,6.08314684653,95181
ASHLAND GLOBAL HLDGS INC,65.9102230586,1535695
ASML HOLDING N V,130.309919273,431080
ASPEN INSURANCE HOLDINGS LTD,49.8502170499,701682
ASPEN TECHNOLOGY INC,55.2594860246,694469
ASSEMBLY BIOSCIENCES INC,20.6534581478,44012
ASSOCIATED BANC CORP,17.7845503085,1001431
ASSOCIATED CAP GROUP INC,33.9721254355,13776
ASSURANT INC,103.689428768,605568
ASSURED GUARANTY LTD,41.7402283123,3233116
ASTEC INDS INC,55.5116182729,26553
ASTERIAS BIOTHERAPEUTICS INC,0.487092060399,20530
ASTORIA FINL CORP,20.1494002895,687415
ASTRAZENECA PLC,34.0900332515,4190785
ASTRONICS CORP,30.4829391299,31329
ASV HLDGS INC,8.14499888118,22345
AT HOME GROUP INC,23.2919112042,108879
AT&T INC,37.7300175199,27294660
ATARA BIOTHERAPEUTICS INC,13.9936891206,14578
ATENTO S A,11.1922141119,10275
ATHENAHEALTH INC,140.549011217,635579
ATHENE HLDG LTD,49.6100779844,333400
ATHENEX INC,15.9985092903,37566
ATHERSYS INC,1.51243558145,17852
ATKORE INTL GROUP INC,22.5476767464,28473
ATLANTIC PWR CORP,2.3979151246,259392
ATLANTICA YIELD PLC,21.3599874837,619991
ATLANTICUS HLDGS CORP,2.65819303981,32729
ATLAS AIR WORLDWIDE HLDGS IN,52.1477254715,63090
ATLAS FINANCIAL HOLDINGS INC,14.887114266,10143
ATLASSIAN CORP PLC,35.179886739,556767
ATMOS ENERGY CORP,82.9504524433,1390119
ATN INTL INC,68.4119801767,9282
ATRICURE INC,24.289531212,12351
ATRION CORP,643.554185927,1947
ATWOOD OCEANICS INC,8.15006899494,750055
ATYR PHARMA INC,3.3870749221,22143
AU OPTRONICS CORP,4.54466002447,28605
AUDENTES THERAPEUTICS INC,19.1031570481,14919
AUDIOCODES LTD,5.99478569887,60219
AURINIA PHARMACEUTICALS INC,6.13033551978,876461
AUTOBYTEL INC,12.6147999578,75784
AUTODESK INC,100.819816822,1727825
AUTOHOME INC,45.357988651,237731
AUTOLIV INC,109.800002647,151102
AUTOMATIC DATA PROCESSING IN,102.459777731,2088644
AUTONATION INC,42.1597666998,1529017
AUTOZONE INC,570.455282032,141934
AUXILIO INC,4.56250990893,56767
AV HOMES INC,20.0628053036,17196
AVADEL PHARMACEUTICALS PLC,11.030627273,33271
AVALONBAY CMNTYS INC,192.169954131,1930921
AVANGRID INC,44.151676034,391967
AVENUE THERAPEUTICS INC,7.96363636364,27500
AVEO PHARMACEUTICALS INC,2.18467812409,13732
AVERY DENNISON CORP,88.3696972942,3044177
AVEXIS INC,82.1614671449,147770
AVIANCA HLDGS SA,6.49976892605,1919299
AVID TECHNOLOGY INC,5.29258292956,13415
AVINGER INC,0.450961792651,128614
AVIS BUDGET GROUP,27.2700313334,2252546
AVISTA CORP,42.4571434072,207786
AVNET INC,38.880293031,1900140
AVON PRODS INC,3.80015389109,5878183
AVX CORP NEW,16.3397418399,256430
AXALTA COATING SYS LTD,32.0401152039,2347838
AXCELIS TECHNOLOGIES INC,20.9463484996,31891
AXIS CAPITAL HOLDINGS LTD,64.6601525369,624898
AXON ENTERPRISE INC,25.1423701236,154878
AXOVANT SCIENCES LTD,23.1945348081,92220
AXSOME THERAPEUTICS INC,5.50149368511,67618
AZUL S A,21.1014881095,20899
AZZ INC,55.7949159845,27852
B & G FOODS INC NEW,35.6014874197,207070
B COMMUNICATIONS LTD,17.1944977607,12504
B2GOLD CORP,2.80898876404,639020
BABCOCK & WILCOX ENTERPRIS I,11.7701072666,23959
BADGER METER INC,39.8505823884,622952
BAIDU INC,178.860105894,1188549
BAKER HUGHES INC,54.5100568325,3304271
BALCHEM CORP,77.6898851886,40327
BALDWIN & LYONS INC,24.4953066735,15554
BALL CORP,42.2100232759,6644654
BALLARD PWR SYS INC NEW,2.8767194937,19119
BANC OF CALIFORNIA INC,21.5011938459,334214
BANCFIRST CORP,96.5912447569,16927
BANCO BILBAO VIZCAYA ARGENTA,8.35981973536,2333902
BANCO BRADESCO S A,8.49940393658,5863470
BANCO DE CHILE,77.9332671923,153208
BANCO MACRO SA,92.1897887308,217779
BANCO SANTANDER BRASIL S A,7.52995375826,5862453
BANCO SANTANDER CHILE NEW,25.4113649375,162447
BANCO SANTANDER SA,6.69004668992,6559446
BANCOLOMBIA S A,44.5458708365,133211
BANCORP INC DEL,7.57863638067,186841
BANCORPSOUTH INC,30.4999100892,1662759
BANK AMER CORP,24.2787298416,63677631
BANK HAWAII CORP,82.9685694526,232799
BANK MONTREAL QUE,73.4401120747,1000761
BANK MUTUAL CORP NEW,9.15453813256,88153
BANK N S HALIFAX,60.130167178,1573054
BANK NEW YORK MELLON CORP,51.0197840392,5068328
BANK OF NT BUTTERFIELD&SON L,34.0976491863,138250
BANK OF THE OZARKS INC,46.8695462478,1741920
BANKFINANCIAL CORP,14.9187064499,11194
BANKRATE INC DEL,12.8551584796,39595
BANKUNITED INC,33.7099202274,284308
BANNER CORP,56.5100244849,1561776
BAOZUN INC,22.1719171491,126782
BAR HBR BANKSHARES,30.8043803671,25386
BARCLAYS BANK PLC,26.622296173,10217
BARCLAYS BK PLC,13.6752340574,1761213
BARCLAYS PLC,10.5897342978,1465287
BARD C R INC,316.110050547,972753
BARNES & NOBLE ED INC,10.6248889033,123766
BARNES & NOBLE INC,7.60163339144,380313
BARNES GROUP INC,58.5292575652,637066
BARNWELL INDS INC,1.83794150551,12514
BARRACUDA NETWORKS INC,23.0590971479,357733
BARRETT BILL CORP,3.06939479136,589367
BARRETT BUSINESS SERVICES IN,57.2918831304,48122
BARRICK GOLD CORP,15.9099099848,6254278
BASIC ENERGY SVCS INC NEW,24.899402644,923235
BASSETT FURNITURE INDS INC,37.9352248111,18927
BAXTER INTL INC,60.5400068654,6350660
BAYTEX ENERGY CORP,2.42793757175,128916
BAZAARVOICE INC,4.95499105163,74874
BB&T CORP,45.4101322406,5369000
BBVA BANCO FRANCES S A,18.9293402161,191396
BCE INC,45.038809512,889988
BEACON ROOFING SUPPLY INC,49.0001268338,1490139
BEAZER HOMES USA INC,13.7214346066,557449
BECTON DICKINSON & CO,143.68956866,1282654
BED BATH & BEYOND INC,30.3998324056,1670700
BEIGENE LTD,44.9917898194,18270
BEL FUSE INC,24.7209821429,17920
BELDEN INC,75.4274177474,155527
BELLICUM PHARMACEUTICALS INC,11.6811594203,138000
BELMOND LTD,13.2989989054,238439
BEMIS INC,46.2500368153,1290226
BENCHMARK ELECTRS INC,32.3005419136,513366
BENEFICIAL BANCORP INC,14.9983927148,227091
BENEFITFOCUS INC,36.3499391041,6274646
BERKLEY W R CORP,69.1696316928,931695
BERKSHIRE HATHAWAY INC DEL,173.076197965,6524190
BERKSHIRE HILLS BANCORP INC,35.1437699681,85762
BERRY GLOBAL GROUP INC,57.0097703872,2471857
BEST BUY INC,57.3300777028,5306499
BGC PARTNERS INC,12.6397529456,1560790
BHP BILLITON LTD,35.5901941184,3766515
BHP BILLITON PLC,30.7615922043,366561
BIG 5 SPORTING GOODS CORP,13.0500036116,373793
BIG LOTS INC,48.2999239727,797082
BIGLARI HLDGS INC,399.590163934,1952
BIO PATH HOLDINGS INC,0.380820495067,28885
BIO RAD LABS INC,226.306628405,106285
BIO TECHNE CORP,117.499991633,298783
BIOCRYST PHARMACEUTICALS,5.55929828052,924757
BIOGEN INC,271.360195859,1733493
BIOLASE INC,0.978508397381,56208
BIOMARIN PHARMACEUTICAL INC,90.8201290281,1964069
BIOPTIX INC,4.09782750098,15374
BIOSCRIP INC,2.70715997137,32137
BIOSPECIFICS TECHNOLOGIES CO,49.5066168264,112894
BIOSTAGE INC,0.410004100041,12195
BIOTELEMETRY INC,33.4441744469,62552
BIOTIME INC,3.15992292871,38925
BIOVERATIV INC,60.1701076995,1584408
BITAUTO HLDGS LTD,28.7672510257,21448
BJS RESTAURANTS INC,37.2503898385,132106
BLACK BOX CORP DEL,8.54732594339,161571
BLACK DIAMOND INC,6.6418894617,41705
BLACK HILLS CORP,67.4700118802,2494071
BLACK KNIGHT FINL SVCS INC,40.9501577324,4081596
BLACK STONE MINERALS L P,15.7600235164,1541051
BLACKBAUD INC,85.748696665,176854
BLACKBERRY LTD,9.98944920922,1316489
BLACKHAWK NETWORK HLDGS INC,43.5992970123,142250
BLACKLINE INC,35.732158943,29973
BLACKROCK CAPITAL INVESTMENT,7.48531108309,74546
BLACKROCK CORPOR HI YLD FD I,10.9542869181,14241
BLACKROCK CR ALLCTN INC TR,13.4508701269,13159
BLACKROCK ENHANCED EQT DIV T,8.79971840901,25569
BLACKROCK ENHANCED GBL DIV T,13.2882338729,12417
BLACKROCK ENHANCED INTL DIV,6.30766334024,10622
BLACKROCK INC,422.410981282,729678
BLACKROCK RES & COMM STRAT T,8.03106521931,22662
BLACKSTONE GROUP L P,33.3499534313,8521811
BLACKSTONE MTG TR INC,31.600151933,2498469
BLDRS INDEX FDS TR,38.5138813283,22044
BLOCK H & R INC,30.9098141202,2803155
BLOOMIN BRANDS INC,21.2292384511,439394
BLUCORA INC,21.2005269936,538147
BLUE APRON HLDGS INC,9.33989026864,667995
BLUE BUFFALO PET PRODS INC,22.809887493,4560873
BLUEBIRD BIO INC,105.049885576,485912
BLUEKNIGHT ENERGY PARTNERS L,6.25855662038,35791
BLUEPRINT MEDICINES CORP,50.6708034461,210792
BMC STK HLDGS INC,21.8531325281,244084
BOARDWALK PIPELINE PARTNERS,18.0099142011,3806459
BOB EVANS FARMS INC,71.8372536554,56628
BOEING CO,197.74993933,3852785
BOFI HLDG INC,23.7197865327,279387
BOINGO WIRELESS INC,14.963921085,189723
BOISE CASCADE CO DEL,30.3983228512,116388
BOJANGLES INC,16.2090345438,11290
BOK FINL CORP,84.1319758036,307814
BON-TON STORES INC,0.4341429295,82922
BONANZA CREEK ENERGY INC,31.724137931,9425
BOOT BARN HLDGS INC,7.08008335997,979367
BOOZ ALLEN HAMILTON HLDG COR,32.5395169713,1519537
BORGWARNER INC,42.3601053535,2496736
BOSTON BEER INC,132.146972943,141441
BOSTON PRIVATE FINL HLDGS IN,15.3504532161,2684481
BOSTON PROPERTIES INC,123.019778915,2554134
BOSTON SCIENTIFIC CORP,27.7199701119,7338031
BOTTOMLINE TECH DEL INC,25.6898988094,1231340
BOULDER GROWTH & INCOME FD I,9.71058719885,251993
BOX INC,18.2399513638,717162
BOYD GAMING CORP,24.8099049003,1678765
BP PLC,34.650070802,5980767
BRADY CORP,33.9006020386,487012
BRANDYWINE RLTY TR,17.5300231377,1530403
BRASKEM S A,20.7128256426,91972
BRAVO BRIO RESTAURANT GROUP,4.60737792745,65330
BRF SA,11.7898628675,1069987
BRIDGE BANCORP INC,33.3050367855,35340
BRIDGELINE DIGITAL INC,0.549709439296,25468
BRIDGEPOINT ED INC,14.7620860297,131350
BRIGGS & STRATTON CORP,24.1019314688,108622
BRIGHT HORIZONS FAM SOL IN D,77.2098176169,240099
BRIGHT SCHOLAR ED HLDGS LTD,11.9066666667,75000
BRIGHTCOVE INC,6.22146405098,19931
BRINKER INTL INC,38.1003374556,827368
BRINKS CO,67.0082315954,111643
BRISTOL MYERS SQUIBB CO,55.7198793705,10326494
BRISTOW GROUP INC,7.64643984567,128295
BRITISH AMERN TOB PLC,68.5399640159,15532398
BRIXMOR PPTY GROUP INC,17.8799869878,10298050
BROADCOM LTD,233.049890686,2984966
BROADRIDGE FINL SOLUTIONS IN,75.560677044,1323400
BROADSOFT INC,43.0470732313,124933
BROADWIND ENERGY INC,5.02444323737,22092
BROCADE COMMUNICATIONS SYS I,12.6099922617,16763452
BROOKDALE SR LIVING INC,14.7098725962,4020837
BROOKFIELD ASSET MGMT INC,39.2103874169,947300
BROOKFIELD INFRAST PARTNERS,40.8700629651,8735
BROOKFIELD PPTY PARTNERS L P,23.6682093099,247843
