nameOfIssuer,sprice,sshPrnamt
APPTIO INC,18.4684352868,95027
APTARGROUP INC,86.3077095832,249352
APTEVO THERAPEUTICS INC,2.31303006939,11673
AQUA AMERICA INC,33.1890235424,747928
AQUA METALS INC,6.82593856655,16115
AQUAVENTURE HLDGS LTD,13.4805679048,20919
AQUINOX PHARMACEUTICALS INC,14.1899419299,963147
ARALEZ PHARMACEUTICALS INC,2.28746843591,100985
ARAMARK,40.610375346,1623329
ARATANA THERAPEUTICS INC,6.13557841229,50362
ARBOR RLTY TR INC,8.18301803784,11365
ARC DOCUMENT SOLUTIONS INC,4.08815630674,91973
ARC LOGISTICS PARTNERS LP,16.6996988618,1247268
ARCBEST CORP,33.450780416,554576
ARCELORMITTAL SA LUXEMBOURG,25.7603364537,1673930
ARCH CAP GROUP LTD,98.4998692558,1969495
ARCH COAL INC,71.7408004338,331945
ARCHER DANIELS MIDLAND CO,42.5100683531,8233720
ARCHROCK INC,12.5507368111,759557
ARCHROCK PARTNERS L P,14.2600005822,4431767
ARCIMOTO INC,4.93333333333,15000
ARCONIC INC,24.8801044894,3569358
ARCOS DORADOS HOLDINGS INC,10.0489992526,72246
ARDAGH GROUP S A,21.4137534932,116654
ARDELYX INC,5.60350380008,62104
ARDMORE SHIPPING CORP,8.24950545057,71277
ARENA PHARMACEUTICALS INC,25.4978482711,179623
ARES CAP CORP,16.3900730534,1347645
ARES COML REAL ESTATE CORP,13.2971996387,55350
ARGAN INC,67.2506409925,270674
ARGO GROUP INTL HLDGS LTD,61.4997375257,222879
ARISTA NETWORKS INC,189.609868051,811751
ARK RESTAURANTS CORP,24.3657192107,55693
ARLINGTON ASSET INVT CORP,12.7276124826,48163
ARMADA HOFFLER PPTYS INC,13.8103263197,179793
ARMOUR RESIDENTIAL REIT INC,26.9004738414,411108
ARMSTRONG FLOORING INC,15.7611150545,61988
ARMSTRONG WORLD INDS INC NEW,51.2487766134,460811
ARQULE INC,1.10712779418,18968
ARRAY BIOPHARMA INC,12.2996817811,1449631
ARRIS INTL INC,28.4900572884,1187151
ARROW ELECTRS INC,80.4104429043,1498089
ARROWHEAD PHARMACEUTICALS IN,4.3358568479,43590
ARTESIAN RESOURCES CORP,37.7596855699,7124
ARTISAN PARTNERS ASSET MGMT,32.5991586169,732841
ASANKO GOLD INC,0.953255189945,2152624
ASBURY AUTOMOTIVE GROUP INC,61.0999060465,631163
ASCENA RETAIL GROUP INC,2.44979181312,2311625
ASHFORD HOSPITALITY PRIME IN,9.50708940235,67213
ASHFORD HOSPITALITY TR INC,6.67135875653,100879
ASHLAND GLOBAL HLDGS INC,65.3893160443,955676
ASML HOLDING N V,171.199458867,499692
ASPEN AEROGELS INC,4.38138952639,14379
ASPEN INSURANCE HOLDINGS LTD,40.4002498897,938014
ASPEN TECHNOLOGY INC,62.8094702834,735733
ASSEMBLY BIOSCIENCES INC,34.9118562046,11572
ASSOCIATED BANC CORP,17.6891857307,1129221
ASSURANT INC,95.5209932581,569278
ASSURED GUARANTY LTD,37.7499006968,3340777
ASTEC INDS INC,56.0205391528,38950
ASTERIAS BIOTHERAPEUTICS INC,3.38382210764,12412
ASTORIA FINL CORP,21.4990668525,490812
ASTRAZENECA PLC,33.8798631045,2997031
ASTRONICS CORP,29.7658041271,24424
AT HOME GROUP INC,22.8447145568,64829
AT&T INC,39.1700207966,33444838
ATARA BIOTHERAPEUTICS INC,16.5363800361,19956
ATHENAHEALTH INC,124.3588364,613338
ATHENE HLDG LTD,53.8407295496,293551
ATHENEX INC,17.5139099646,31632
ATHERSYS INC,2.05128205128,21450
ATKORE INTL GROUP INC,19.4894916733,13751
ATLANTIC PWR CORP,2.45330391667,174051
ATLANTICA YIELD PLC,19.6980344556,140877
ATLANTICUS HLDGS CORP,2.33549959383,29544
ATLAS AIR WORLDWIDE HLDGS IN,65.7963910465,135053
ATLASSIAN CORP PLC,35.1496676616,801743
ATMOS ENERGY CORP,83.8400007346,1306906
ATN INTL INC,52.707123306,29958
ATOMERA INC,3.90243902439,21525
ATRICURE INC,22.3762100425,143590
ATRION CORP,672.140324687,5359
ATWOOD OCEANICS INC,9.3898576551,1108856
AU OPTRONICS CORP,4.04465936848,101121
AUDENTES THERAPEUTICS INC,27.9906697767,15005
AURINIA PHARMACEUTICALS INC,6.2703520701,874911
AUTODESK INC,112.260082674,2171894
AUTOHOME INC,60.0793356958,472675
AUTOLIV INC,123.598997688,154443
AUTOMATIC DATA PROCESSING IN,109.319807576,2637930
AUTONATION INC,47.4604422269,1463050
AUTOZONE INC,595.110947049,121905
AVADEL PHARMACEUTICALS PLC,10.4951790438,35159
AVALONBAY CMNTYS INC,178.420253448,2431428
AVANGRID INC,47.4215170349,352688
AVENUE THERAPEUTICS INC,5.55624921963,16018
AVERY DENNISON CORP,98.3400147566,2733699
AVEXIS INC,96.7310999816,184894
AVIANCA HLDGS SA,7.75997129452,1917404
AVINGER INC,0.397891176763,10053
AVIS BUDGET GROUP,38.060318821,1831435
AVISTA CORP,51.770975131,671438
AVNET INC,39.3000480781,2685213
AVON PRODS INC,2.32995592599,1603893
AVX CORP NEW,18.2312229154,269757
AXALTA COATING SYS LTD,28.9200834709,2653381
AXCELIS TECHNOLOGIES INC,27.3491461658,68046
AXIS CAPITAL HOLDINGS LTD,57.3100760944,712667
AXON ENTERPRISE INC,22.6683937824,277920
AXOVANT SCIENCES LTD,6.87914168507,47535
AXT INC,9.14333942889,28436
AZUL S A,27.4504733119,556821
AZURRX BIOPHARMA INC,3.95875529368,10862
AZZ INC,48.6987421511,49529
B & G FOODS INC NEW,31.8486712155,294141
B RILEY FINL INC,17.0710703612,19741
B2GOLD CORP,2.80024891101,398536
BABCOCK & WILCOX ENTERPRIS I,3.33151333993,108059
BADGER METER INC,48.9998865266,678573
BAIDU INC,247.691136086,1083325
BAKER HUGHES A GE CO,36.6202943939,1995014
BALCHEM CORP,81.2915965772,54692
BALDWIN & LYONS INC,22.5751120456,18073
BALL CORP,41.3001349661,7282567
BALLARD PWR SYS INC NEW,4.70526037536,18915
BANC OF CALIFORNIA INC,20.7505982198,514443
BANCFIRST CORP,56.7659344292,33277
BANCO BILBAO VIZCAYA ARGENTA,8.92020489452,2498261
BANCO BRADESCO S A,11.0670959919,4499464
BANCO DE CHILE,91.1740010866,20247
BANCO MACRO SA,117.346410641,154568
BANCO SANTANDER BRASIL S A,8.74009968253,6502443
BANCO SANTANDER CHILE NEW,29.7105967795,136315
BANCO SANTANDER SA,6.9399620636,6469776
BANCOLOMBIA S A,45.7913974397,288635
BANCORP INC DEL,8.26934435913,250564
BANCORPSOUTH INC,32.0497673159,1853586
BANK AMER CORP,25.3550762383,73242651
BANK HAWAII CORP,83.3615885311,209401
BANK MONTREAL QUE,75.7101227993,1074110
BANK MUTUAL CORP NEW,10.1513825324,309613
BANK N S HALIFAX,64.2500270207,1720902
BANK NEW YORK MELLON CORP,53.01979281,5403831
BANK OF NT BUTTERFIELD&SON L,36.6376989925,130030
BANK OF THE OZARKS,48.0500110046,1058647
BANKFINANCIAL CORP,15.8851382313,13094
BANKRATE INC DEL,13.9510265267,258834
BANKUNITED INC,35.5681377797,304486
BANNER CORP,61.2802348096,1561776
BAOZUN INC,32.7565452904,132920
BAR HBR BANKSHARES,31.3599510479,6537
BARCLAYS BANK PLC,26.560914876,10843
BARCLAYS BK PLC,23.7085452353,163401
BARCLAYS PLC,10.3496148135,1637259
BARD C R INC,320.499890795,1149211
BARNES & NOBLE ED INC,6.51289596676,231080
BARNES & NOBLE INC,7.59981486904,529355
BARNES GROUP INC,70.4344401648,104111
BARRACUDA NETWORKS INC,24.2289896973,413678
BARRETT BILL CORP,4.29096585263,609886
BARRETT BUSINESS SERVICES IN,56.5422151611,35248
BARRICK GOLD CORP,16.0899103212,5528620
BASIC ENERGY SVCS INC NEW,19.3009118541,190820
BASSETT FURNITURE INDS INC,37.7189255535,21183
BAXTER INTL INC,62.7497211466,6065015
BAYTEX ENERGY CORP,3.00776061799,167899
BAZAARVOICE INC,4.94548540837,61268
BB&T CORP,46.9398904635,5311836
BBVA BANCO FRANCES S A,20.3926738171,100134
BBX CAP CORP NEW,7.36802444844,47774
BCE INC,46.8299630575,1152873
BEACON ROOFING SUPPLY INC,51.2498875848,2357332
BEAZER HOMES USA INC,18.7375973134,183428
BECTON DICKINSON & CO,185.215385016,1036307
BED BATH & BEYOND INC,23.4699748592,2878188
BEIGENE LTD,103.461177657,184417
BEL FUSE INC,31.1842356993,36589
BELDEN INC,80.5285394278,141068
BELLICUM PHARMACEUTICALS INC,11.5506585496,129603
BELMOND LTD,13.6515765369,306558
BEMIS INC,45.5705981772,862069
BENCHMARK ELECTRS INC,34.1496183206,573125
BENEFICIAL BANCORP INC,16.6038800826,233861
BENEFITFOCUS INC,33.6500258341,6274646
BERKLEY W R CORP,66.7409247994,875325
BERKSHIRE HATHAWAY INC DEL,186.971621919,7142731
BERKSHIRE HILLS BANCORP INC,38.770821367,20892
BERRY GLOBAL GROUP INC,56.6502205421,2772487
BEST BUY INC,56.9602280141,5173013
BGC PARTNERS INC,14.4704652137,2253072
BHP BILLITON LTD,40.5296953202,4065809
BHP BILLITON PLC,35.4490518434,393184
BIG 5 SPORTING GOODS CORP,7.65037946696,442331
BIG LOTS INC,53.5695652637,939190
BIGLARI HLDGS INC,333.333333333,2283
BIO PATH HOLDINGS INC,0.354327221189,11289
BIO RAD LABS INC,222.225491927,101946
BIO TECHNE CORP,120.887659952,198184
BIO-KEY INTERNATIONAL INC,2.8313572819,16953
BIOCRYST PHARMACEUTICALS,5.23914145682,360937
BIOGEN INC,313.121230102,2116768
BIOLASE INC,0.611714329408,45773
BIOMARIN PHARMACEUTICAL INC,93.0699616387,2359150
BIOSCRIP INC,2.74592149895,61910
BIOSPECIFICS TECHNOLOGIES CO,46.515369473,105664
BIOSTAGE INC,0.326530612245,12250
BIOTELEMETRY INC,32.9965478833,126589
BIOTIME INC,2.849002849,40716
BIOVERATIV INC,57.0702247276,2300429
BITAUTO HLDGS LTD,44.6895579826,36899
BJS RESTAURANTS INC,30.4483642599,235612
BLACK BOX CORP DEL,3.25640662608,70630
BLACK HILLS CORP,68.8697964708,2523864
BLACK KNIGHT FINL SVCS INC,43.0500922106,4221315
BLACK STONE MINERALS L P,17.3401073017,1672481
BLACKBAUD INC,87.7983956702,206940
BLACKBERRY LTD,11.1798826328,2180166
BLACKHAWK NETWORK HLDGS INC,43.7999443171,168813
BLACKLINE INC,34.1227578475,28544
BLACKROCK CAPITAL INVESTMENT,7.50358317174,106749
BLACKROCK CORE BD TR,14.0468227425,10465
BLACKROCK CORPOR HI YLD FD I,11.3235196163,15013
BLACKROCK CR ALLCTN INC TR,13.5716333747,10463
BLACKROCK ENH CAP & INC FD I,15.6454937231,10674
BLACKROCK ENHANCED EQT DIV T,9.06175937544,28692
BLACKROCK INC,447.087932465,706474
BLACKROCK RES & COMM STRAT T,8.87832937352,15994
BLACKSTONE GROUP L P,33.3700349535,7419291
BLACKSTONE MTG TR INC,31.0202693061,2480894
BLDRS INDEX FDS TR,42.1009325288,21876
BLOCK H & R INC,26.4803298319,1070606
BLOOMIN BRANDS INC,17.5979615232,360269
BLUCORA INC,25.299748047,631864
BLUE APRON HLDGS INC,5.43993154243,32721
BLUE BUFFALO PET PRODS INC,28.3499509054,4834541
BLUE CAP REINS HLDGS LTD,16.4335075004,11866
BLUEBIRD BIO INC,137.349682524,279076
BLUEKNIGHT ENERGY PARTNERS L,5.69202467265,46205
BLUEPRINT MEDICINES CORP,69.6713131949,225473
BLUEROCK RESIDENTIAL GRW REI,11.0560117064,24602
BMC STK HLDGS INC,21.3499131592,216488
BOARDWALK PIPELINE PARTNERS,14.699931736,3561173
BOB EVANS FARMS INC,77.5179196367,100867
BOEING CO,254.210065309,4345182
BOFI HLDG INC,28.4713337827,218079
BOINGO WIRELESS INC,21.3686686901,219761
BOISE CASCADE CO DEL,34.8995307772,172839
BOK FINL CORP,89.0809564967,329745
BON-TON STORES INC,0.424609471026,44747
BONANZA CREEK ENERGY INC,32.9852957116,27679
BOOT BARN HLDGS INC,8.90053232703,656927
BOOZ ALLEN HAMILTON HLDG COR,37.3890169506,731418
BORGWARNER INC,51.2298960571,3022044
BOSTON BEER INC,156.194130373,122495
BOSTON OMAHA CORP,15.4852242581,16209
BOSTON PRIVATE FINL HLDGS IN,16.5497989548,2855080
BOSTON PROPERTIES INC,122.879804906,2491516
BOSTON SCIENTIFIC CORP,29.1701163193,8444087
BOTTOMLINE TECH DEL INC,31.8296304977,1382454
BOULDER GROWTH & INCOME FD I,10.2127962423,28102
BOX INC,19.3211746173,566891
BOYD GAMING CORP,26.0500231693,2211975
BP PLC,38.4300507395,5547950
BRADY CORP,37.9503073285,749849
BRANDYWINE RLTY TR,17.4905067636,975958
BRASKEM S A,26.7397975003,93531
BRF SA,14.4100899451,1769524
BRIDGE BANCORP INC,33.9916217834,8355
BRIDGELINE DIGITAL INC,2.88881948782,12808
BRIDGEPOINT ED INC,9.59923966419,94695
BRIGGS & STRATTON CORP,23.4944908258,170806
BRIGHT HORIZONS FAM SOL IN D,86.2095257969,996746
BRIGHT SCHOLAR ED HLDGS LTD,23.2322712376,58281
BRIGHTCOVE INC,7.22746436459,14943
BRIGHTHOUSE FINL INC,60.80026633,2240829
BRINKER INTL INC,31.8592911261,806829
BRINKS CO,84.2532994896,181619
BRISTOL MYERS SQUIBB CO,63.7399493127,12184117
BRISTOW GROUP INC,9.34777091617,165494
BRITISH AMERN TOB PLC,62.4499407084,13469028
BRIXMOR PPTY GROUP INC,18.7999518818,10607208
BROADCOM LTD,242.539856856,3063212
BROADRIDGE FINL SOLUTIONS IN,80.820661334,1288668
BROADSOFT INC,50.3011427394,87334
BROCADE COMMUNICATIONS SYS I,11.9499982137,13267366
BROOKDALE SR LIVING INC,10.599973452,4105765
BROOKFIELD ASSET MGMT INC,41.2999506908,993730
BROOKFIELD INFRAST PARTNERS,43.1347150259,69480
BROOKFIELD PPTY PARTNERS L P,23.3481254007,237064
BROOKFIELD RENEWABLE ENRGY P,33.5218574977,109093
BROOKLINE BANCORP INC DEL,15.5001959312,2449840
BROOKS AUTOMATION INC,30.3587392704,297542
BROWN & BROWN INC,48.1904428972,1029810
BROWN FORMAN CORP,54.3273382171,2216582
BRUKER CORP,29.7505224009,1082502
BRUNSWICK CORP,55.96992262,1317136
BRYN MAWR BK CORP,43.7997941524,367262
BT GROUP PLC,19.2405179084,524726
BUCKEYE PARTNERS L P,56.9999386,4869707
BUCKLE INC,16.8480877032,257596
BUFFALO WILD WINGS INC,105.694678774,105502
BUILD A BEAR WORKSHOP,9.16191048363,13316
BUILDERS FIRSTSOURCE INC,17.9876039432,285252
BUNGE LIMITED,69.4602792178,1394610
BURLINGTON STORES INC,95.4601155147,2595859
BWX TECHNOLOGIES INC,56.0182174996,336819
BYLINE BANCORP INC,21.262715838,49053
C H ROBINSON WORLDWIDE INC,76.099796998,1809834
C&J ENERGY SVCS INC NEW,29.9700252415,1478911
CA INC,33.380113724,4410680
CABLE ONE INC,722.073695223,8603
CABOT CORP,55.799661906,918088
CABOT MICROELECTRONICS CORP,79.9289975166,234358
CABOT OIL & GAS CORP,26.7497109451,2987322
