nameOfIssuer,sprice,sshPrnamt
CA INC,31.7699550915,5512315
CABELAS INC,58.5495336988,491635
CABLE ONE INC,621.742438653,10514
CABOT CORP,50.5399610327,919233
CABOT MICROELECTRONICS CORP,63.1692112086,600894
CABOT OIL & GAS CORP,23.3603641084,1759476
CACI INTL INC,124.298871269,115528
CADENCE DESIGN SYSTEM INC,25.2201019459,3221121
CAE INC,13.96904954,549071
CAESARS ACQUISITION CO,13.5001447281,1323171
CAESARS ENTMT CORP,8.49993696514,4862389
CAESARSTONE SDOT-YAM LTD,28.6526109692,83762
CAFEPRESS INC,2.95526342607,29439
CAI INTERNATIONAL INC,8.68781774889,15539
CAL MAINE FOODS INC,44.176426683,143357
CALADRIUS BIOSCIENCES INC,2.78751910799,11121
CALAMOS ASSET MGMT INC,8.55066972009,60697
CALAMP CORP,14.497863691,96428
CALATLANTIC GROUP INC,34.0100944347,1675973
CALAVO GROWERS INC,61.3973851815,116031
CALERES INC,32.8216647947,264429
CALGON CARBON CORP,16.9963579233,98021
CALIFORNIA RES CORP,21.2901030145,152794
CALIFORNIA WTR SVC GROUP,33.8999826308,1030561
CALITHERA BIOSCIENCES INC,3.22001362313,16149
CALIX INC,7.70288858322,21810
CALLAWAY GOLF CO,10.959560171,1023125
CALLIDUS SOFTWARE INC,16.7953062717,66983
CALLON PETE CO DEL,15.3700027561,4691411
CALPINE CORP,11.429914407,2740178
CALUMET SPECIALTY PRODS PTNR,3.99995931095,884759
CAMBREX CORP,53.9532555302,159805
CAMDEN NATL CORP,44.4429036955,14423
CAMDEN PPTY TR,84.069848088,909803
CAMECO CORP,10.469860105,1437364
CAMPBELL SOUP CO,60.4698426524,2204355
CAMPING WORLD HLDGS INC,32.6044703596,20580
CAMTEK LTD,3.2887950389,82401
CANADIAN NAT RES LTD,31.8800199714,2167094
CANADIAN NATL RY CO,67.3998533897,2469130
CANADIAN PAC RY LTD,142.770857552,483446
CANADIAN SOLAR INC,12.1033693163,6114
CANON INC,28.1406100827,279667
CANTEL MEDICAL CORP,78.7453199676,115918
CAPELLA EDUCATION COMPANY,87.8006430255,104817
CAPITAL BK FINL CORP,39.2857142857,10920
CAPITAL CITY BK GROUP INC,20.5110007097,14090
CAPITAL ONE FINL CORP,87.2400729446,6124651
CAPITAL PRODUCT PARTNERS L P,3.18046903413,852390
CAPITAL SR LIVING CORP,16.0526473049,133872
CAPITALA FIN CORP,12.893982808,13262
CAPITOL FED FINL INC,16.4571092832,170200
CAPNIA INC,0.791205130341,24014
CAPRICOR THERAPEUTICS INC,2.6601024338,75561
CAPSTEAD MTG CORP,10.188402251,204350
CAPSTONE TURBINE CORP,0.678607932173,119362
CARA THERAPEUTICS INC,9.2968054594,30333
CARBO CERAMICS INC,10.4564718961,57572
CARBONITE INC,16.3986590147,87995
CARDCONNECT CORP,12.7150853431,28942
CARDINAL FINL CORP,32.7888655153,339414
CARDINAL HEALTH INC,71.969953331,1344575
CARDIOVASCULAR SYS INC DEL,24.2103798525,143740
CARDTRONICS PLC,54.5713552708,296236
CARE CAP PPTYS INC,25.0000889539,8431330
CARE COM INC,8.57645642308,53985
CAREDX INC,2.70826562669,36924
CAREER EDUCATION CORP,10.0906365535,228826
CARETRUST REIT INC,15.3212208384,205793
CARLISLE COS INC,110.290551149,905073
CARLYLE GROUP L P,15.2497554567,1805406
CARMAX INC,64.3901778678,2068390
CARNIVAL CORP,52.0599585395,3661797
CARNIVAL PLC,51.1907354802,431582
CARPENTER TECHNOLOGY CORP,36.1692759649,138543
CARRIAGE SVCS INC,28.6786943373,9589
CARRIZO OIL & GAS INC,37.3497526453,1370906
CARROLS RESTAURANT GROUP INC,15.2539802881,65950
CARTER INC,86.3891630828,746633
CARVER BANCORP INC,3.22593118382,181033
CASCADE BANCORP,8.12160079671,232959
CASCADIAN THERAPEUTICS INC,4.329004329,20097
CASELLA WASTE SYS INC,12.4111896579,112318
CASEYS GEN STORES INC,118.879771295,472225
CASS INFORMATION SYS INC,73.5865254896,24461
CASTLE BRANDS INC,0.76129774709,112965
CASTLIGHT HEALTH INC,4.93239714501,17233
CATABASIS PHARMACEUTICALS IN,3.61891275273,12711
CATALENT INC,26.9602186523,2725423
CATALYST BIOSCIENCES INC,0.641304122965,48339
CATALYST PHARMACEUTICALS INC,1.0470229647,42979
CATCHMARK TIMBER TR INC,11.2681624988,30351
CATERPILLAR INC DEL,92.7401169786,2871465
CATHAY GEN BANCORP,38.0289774138,386784
CATO CORP NEW,30.0772997594,327556
CAVCO INDS INC DEL,99.8252087784,15447
CAVIUM INC,62.440054955,1543080
CBIZ INC,13.7024019695,61741
CBL & ASSOC PPTYS INC,11.4999881289,2611394
CBOE HLDGS INC,73.8905047516,769111
CBRE CLARION GLOBAL REAL EST,7.27359923268,12511
CBRE GROUP INC,31.489575156,1104429
CBS CORP NEW,63.6197225647,3061975
CDK GLOBAL INC,59.6896027927,1064507
CDN IMPERIAL BK COMM TORONTO,81.5998848615,889364
CDW CORP,52.08920305,560788
CEB INC,60.5960764388,251914
CECO ENVIRONMENTAL CORP,13.9531763601,44721
CEDAR FAIR L P,64.2006435314,393454
CEDAR REALTY TRUST INC,6.5325794609,203748
CELADON GROUP INC,7.15069351932,51044
CELANESE CORP DEL,78.7401779307,2695206
CELESTICA INC,11.849606697,484995
CELGENE CORP,115.750245253,5442347
CELLCOM ISRAEL LTD,7.92307692308,13000
CELLDEX THERAPEUTICS INC NEW,3.53992488452,277972
CEMEX SAB DE CV,8.02995240713,2044844
CEMPRA INC,2.80038648609,61063
CEMTREX INC,7.38186462324,39150
CENCOSUD S A,8.40824313582,32706
CENOVUS ENERGY INC,15.129752543,1377815
CENTENE CORP DEL,56.5096781391,1873449
CENTENNIAL RESOURCE DEV INC,13.65478541,48115
CENTERPOINT ENERGY INC,24.6400631201,6651444
CENTERSTATE BANKS INC,25.1704747401,849686
CENTRAIS ELETRICAS BRASILEIR,6.95533746505,4973878
CENTRAL EUROPEAN MEDIA ENTRP,2.57684520523,27165
CENTRAL FD CDA LTD,11.2938497948,100143
CENTRAL FED CORP,1.7778409899,14062
CENTRAL GARDEN & PET CO,31.138702698,254667
CENTRAL PAC FINL CORP,31.4209561256,264505
CENTURY ALUM CO,8.56133552777,394331
CENTURY CASINOS INC,8.24901720693,15517
CENTURYLINK INC,23.779794464,4177370
CENVEO INC,6.99232786248,20594
CERAGON NETWORKS LTD,2.62029811637,261039
CERNER CORP,47.3698080873,3923554
CERULEAN PHARMA INC,0.708319806393,33883
CERUS CORP,4.35151772447,113064
CEVA INC,33.5558844834,63506
CF INDS HLDGS INC,31.4797138946,3693045
CHAMPIONS ONCOLOGY INC,2.53634765937,50072
CHANGYOU COM LTD,21.2125887072,38892
CHANNELADVISOR CORP,14.3725361367,12176
CHARLES & COLVARD LTD,1.09416672365,14623
CHARLES RIV LABS INTL INC,76.1886573521,691179
CHART INDS INC,36.0158522465,212462
CHARTER COMMUNICATIONS INC N,287.919659941,1316006
CHARTER FINL CORP MD,16.6930450623,33487
CHASE CORP,83.5726755646,17757
CHATHAM LODGING TR,20.5515173246,61358
CHECK POINT SOFTWARE TECH LT,84.459657711,2113068
CHEESECAKE FACTORY INC,59.8790559097,622271
CHEETAH MOBILE INC,9.51862931738,11031
CHEGG INC,7.38182256316,124495
CHEMED CORP NEW,160.407271702,28384
CHEMICAL FINL CORP,54.1683076583,352937
CHEMOCENTRYX INC,7.40436034554,58344
CHEMOURS CO,22.0901069648,948162
CHEMTURA CORP,33.2000128385,965843
CHENIERE ENERGY INC,41.430141721,5903359
CHENIERE ENERGY PARTNERS LP,28.820196746,1114635
CHENIERE ENERGY PTNRS LP HLD,22.3716381418,16360
CHEROKEE INC DEL NEW,10.5063005575,31029
CHERRY HILL MTG INVT CORP,18.1801055011,42464
CHESAPEAKE ENERGY CORP,7.02012234194,7600010
CHESAPEAKE LODGING TR,25.8599798317,8756310
CHEVRON CORP NEW,117.699983014,7041148
CHIASMA INC,1.95067340638,58954
CHICAGO BRIDGE & IRON CO N V,31.7500077205,582866
CHICOS FAS INC,14.3900395237,1415354
CHILDRENS PL INC,100.950536877,193154
CHIMERA INVT CORP,17.0203433141,1960595
CHIMERIX INC,4.59756208221,33061
CHINA BIOLOGIC PRODS INC,107.522256303,53468
CHINA FIN ONLINE CO LTD,3.62067255233,40324
CHINA LIFE INS CO LTD,12.8692528954,657070
CHINA LODGING GROUP LTD,51.8389483958,161886
CHINA MOBILE LIMITED,52.4290847337,416906
CHINA PETE & CHEM CORP,71.0179373108,98454
CHINA PHARMA HLDGS INC,0.296735905045,10110
CHINA UNICOM (HONG KONG) LTD,11.5595982566,15831
CHINA YUCHAI INTL LTD,13.7831557016,12479
CHIPMOS TECHNOLOGIES INC,14.020215194,3067
CHIPOTLE MEXICAN GRILL INC,377.32168591,696692
CHOICE HOTELS INTL INC,56.0526802684,118906
CHRISTOPHER & BANKS CORP,2.34165345601,96513
CHROMADEX CORP,3.29506802721,18816
CHUBB LIMITED,132.119703287,1080505
CHUNGHWA TELECOM CO LTD,31.5461308146,129588
CHURCH & DWIGHT INC,44.1902502456,2050226
CHURCHILL DOWNS INC,150.455731953,23369
CHUYS HLDGS INC,32.4584964888,30901
CIBER INC,0.631376906758,237576
CIENA CORP,24.4102154266,1221251
CIGNA CORPORATION,133.389560612,1397898
CIMAREX ENERGY CO,135.898912325,817983
CIMPRESS N V,91.6162673904,46793
CINCINNATI BELL INC NEW,22.3466275759,237396
CINCINNATI FINL CORP,75.7495104427,830342
CINEMARK HOLDINGS INC,38.3602700071,1046343
CINER RES LP,28.9894708054,21939
CINTAS CORP,115.560251363,1375222
CIRCOR INTL INC,64.8904528507,23871
CIRRUS LOGIC INC,56.5397663023,570395
CISCO SYS INC,30.2200354493,30967601
CIT GROUP INC,42.679947844,4277934
CITIGROUP INC,59.3439103653,12421443
CITIZENS CMNTY BANCORP INC M,12.417676336,19891
CITIZENS FINL GROUP INC,35.629973193,8801438
CITIZENS INC,9.8120020409,25479
CITRIX SYS INC,89.3100272592,3141327
CITY HLDG CO,67.6006870067,51819
CITY OFFICE REIT INC,13.2082844861,12795
CIVEO CORP CDA,2.20084375838,164028
CIVISTA BANCSHARES INC,19.4414116155,28393
CIVITAS SOLUTIONS INC,19.9099026627,49724
CLARCOR INC,82.4653078174,202279
CLAYMORE EXCHANGE TRD FD TR,19.5843688593,957243
CLAYMORE EXCHANGE-TRD FD TR,24.3016759777,89500
CLEAN DIESEL TECHNOLOGIES IN,2.14508580343,10256
CLEAN ENERGY FUELS CORP,2.85980989548,521713
CLEAN HARBORS INC,55.652183278,185707
CLEAR CHANNEL OUTDOOR HLDGS,5.05319952085,99343
CLEARBRIDGE ENERGY MLP OPP F,13.103706477,10684
CLEARSIDE BIOMEDICAL INC,8.94160583942,32880
CLEARWATER PAPER CORP,65.5484535198,46622
CLIFFS NAT RES INC,8.40982593296,2255338
CLOROX CO DEL,120.019579378,896862
CLOUD PEAK ENERGY INC,5.60880844793,328412
CLOVIS ONCOLOGY INC,44.4211307069,709167
CLUBCORP HLDGS INC,14.3487891714,334523
CME GROUP INC,115.349988381,2155943
CMS ENERGY CORP,41.6202210954,1269407
CNA FINL CORP,41.5045282426,114614
CNH INDL N V,8.68982137022,1762752
CNO FINL GROUP INC,19.1498848336,4866870
CNOOC LTD,123.958719773,59302
CNOVA N V,5.48118759064,299935
CNX COAL RES LP,18.2476051645,76832
COACH INC,35.0201006651,1452937
COBALT INTL ENERGY INC,1.21985521176,1329666
COBIZ FINANCIAL INC,16.8898801399,1556731
COCA COLA BOTTLING CO CONS,178.674351585,2429
COCA COLA CO,41.4599893489,15354249
COCA COLA EUROPEAN PARTNERS,31.3998395354,5400569
COCA COLA FEMSA S A B DE C V,63.5484622554,34336
CODEXIS INC,4.57579672696,18576
COEUR MNG INC,9.08956283288,391658
COGENT COMMUNICATIONS HLDGS,41.3516760852,173947
COGINT INC,3.45849802372,10120
COGNEX CORP,63.6211462812,476131
COGNIZANT TECHNOLOGY SOLUTIO,56.0300665217,4459445
COHEN & STEERS INC,33.6157896572,28677
COHERENT INC,137.371635551,51903
COHERUS BIOSCIENCES INC,28.1608780417,41547
COHU INC,13.9097541205,92525
COLFAX CORP,35.9299682144,676093
COLGATE PALMOLIVE CO,65.4399856784,4457611
COLLEGIUM PHARMACEUTICAL INC,15.5697693991,35646
COLLIERS INTL GROUP INC,36.7454640614,45856
COLONY CAP INC,20.2511035071,707517
COLONY STARWOOD HOMES,28.8109704925,357468
COLUCID PHARMACEUTICALS INC,36.3935625457,16404
COLUMBIA BKG SYS INC,44.6798206159,1955357
COLUMBIA ETF TR II,22.1572043788,30419
COLUMBIA PIPELINE PARTNERS L,17.1501072531,2693161
COLUMBIA PPTY TR INC,21.6000051758,6646341
COLUMBIA SPORTSWEAR CO,58.2992568999,612838
COLUMBUS MCKINNON CORP N Y,27.0618882622,39539
COMCAST CORP NEW,69.0500268325,14057576
COMERICA INC,68.110181643,2856592
COMFORT SYS USA INC,33.2996166951,112704
COMMERCE BANCSHARES INC,57.8099428377,1227557
COMMERCE UN BANCSHARES INC,21.5307364577,13144
COMMERCEHUB INC,15.0227620663,495781
COMMERCIAL METALS CO,21.779944865,2784075
COMMERCIAL VEH GROUP INC,5.53466165213,74982
COMMSCOPE HLDG CO INC,37.200344964,1850628
COMMUNICATIONS SALES&LEAS IN,25.4099164096,1316061
COMMUNICATIONS SYS INC,4.63862873299,22636
COMMUNITY BANKERS TR CORP,7.23796894856,18099
COMMUNITY BK SYS INC,61.7903329661,1214478
COMMUNITY HEALTH SYS INC NEW,5.0645300747,2190529
COMMUNITY HEALTHCARE TR INC,23.030385119,221490
COMMUNITY TR BANCORP INC,49.5970756833,12037
COMMVAULT SYSTEMS INC,51.3997973724,1091658
COMPANHIA BRASILEIRA DE DIST,16.5655622958,17144
COMPANHIA DE SANEAMENTO BASI,8.67963357832,1116637
COMPANHIA ENERGETICA DE MINA,2.28007057295,9365061
COMPANHIA PARANAENSE ENERG C,8.48213049857,180615
COMPANHIA SIDERURGICA NACION,3.23263231275,162097
COMPANIA CERVECERIAS UNIDAS,20.9846776075,64285
COMPANIA DE MINAS BUENAVENTU,11.2798264642,1113315
COMPASS DIVERSIFIED HOLDINGS,17.8982644675,106826
COMPASS MINERALS INTL INC,78.3512267534,95659
COMPUGEN LTD,5.10428992367,43101
COMPUTER PROGRAMS & SYS INC,23.5995130598,46823
COMPUTER SCIENCES CORP,59.4200605056,3241683
COMPUTER TASK GROUP INC,4.19874037789,41441
COMSCORE INC,31.578437959,351284
COMSTOCK MNG INC,0.283194433207,24718
COMTECH TELECOMMUNICATIONS C,11.8532818533,129500
CONAGRA BRANDS INC,39.549921153,5267166
CONATUS PHARMACEUTICALS INC,5.27607753124,62736
CONCERT PHARMACEUTICALS INC,10.2984289258,13303
CONCHO RES INC,132.600589055,1944471
CONCORDIA INTERNATIONAL CORP,2.11898062762,371405
CONE MIDSTREAM PARTNERS LP,23.551611881,485954
CONFORMIS INC,8.1106870229,10480
CONMED CORP,44.1693509337,1044978
CONNECTICUT WTR SVC INC,55.862344938,12495
CONNECTONE BANCORP INC NEW,25.9495116073,1182450
CONNS INC,12.6646062886,29768
CONOCOPHILLIPS,50.1399995892,9882529
CONSOL ENERGY INC,18.2301919399,2296136
CONSOLIDATED COMM HLDGS INC,26.8515968776,177941
CONSOLIDATED EDISON INC,73.6798385405,2583434
CONSTELLATION BRANDS INC,153.309655036,728656
CONSTELLIUM NV,5.90466557087,79090
CONSUMER PORTFOLIO SVCS INC,5.11974759788,69730
CONTAINER STORE GROUP INC,6.35618043351,34140
CONTANGO OIL & GAS COMPANY,9.34170194132,130169
CONTINENTAL BLDG PRODS INC,23.0986575696,153602
CONTINENTAL RESOURCES INC,51.5400464983,1247787
CONTRAFECT CORP,1.74848959724,198457
CONTRAVIR PHARMACEUTICALS IN,1.17522623105,17018
CONTROL4 CORP,10.1950113379,55125
CONVERGYS CORP,24.5602168801,2915528
COOPER COS INC,174.928473412,222994
COOPER STD HLDGS INC,103.380133768,144728
COOPER TIRE & RUBR CO,38.8515888051,448167
COPA HOLDINGS SA,90.8222101876,94173
COPART INC,55.4089591288,668123
CORCEPT THERAPEUTICS INC,7.2581010993,132266
CORE LABORATORIES N V,120.031263957,26868
CORE MARK HOLDING CO INC,43.0691499698,879957
CORECIVIC INC,24.4599338437,1855606
CORELOGIC INC,36.8300313269,942003
CORENERGY INFRASTRUCTURE TR,34.8793796669,557120
CORESITE RLTY CORP,79.3694718264,296323
CORINDUS VASCULAR ROBOTICS I,0.689134643783,30473
CORIUM INTL INC,4.06015717872,1591564
CORMEDIX INC,1.5384177089,35101
CORNERSTONE ONDEMAND INC,42.3104458084,1296252
CORNING INC,24.2700414605,12332447
CORPORATE OFFICE PPTYS TR,31.2190944077,716901
CORVEL CORP,36.5951178451,47520
CORVUS PHARMACEUTICALS INC,14.2857142857,12110
COSAN LTD,7.50984702027,815729
COSTAMARE INC,5.60003362121,190356
COSTAR GROUP INC,188.489152528,205163
COSTCO WHSL CORP NEW,160.110148148,4107922
COTIVITI HLDGS INC,34.4627859832,6906
COTT CORP QUE,11.3307377458,180306
COTY INC,18.3099522617,3660796
COUPA SOFTWARE INC,25.0112267411,51217
COUSINS PPTYS INC,8.51014773782,2368114
COVANTA HLDG CORP,15.6006129937,1555644
COVISINT CORP,1.8870467718,14838
COWEN GROUP INC NEW,15.5046178877,20897
CPFL ENERGIA S A,15.4002869911,1402831
CPI AEROSTRUCTURES INC,9.23578413618,11044
CPI CARD GROUP INC,4.15509285829,43561
CPS TECHNOLOGIES CORP,1.86083465752,47828
CRA INTL INC,36.591284092,20606
CRACKER BARREL OLD CTRY STOR,166.979594213,137412
CRANE CO,72.1201984125,521338
CRAWFORD & CO,11.194140939,33589
CRAY INC,20.6984696079,120492
CREDICORP LTD,157.859955668,700621
CREDIT ACCEP CORP MICH,217.525585902,16513
CREDIT SUISSE AG NASSAU BRH,9.52016864548,457765
CREDIT SUISSE GROUP,14.3101120857,1050446
CREDIT SUISSE NASSAU BRH,46.7487241069,1165850
CREE INC,26.3873475145,226169
CRESCENT PT ENERGY CORP,13.589920038,248493
CRESTWOOD EQUITY PARTNERS LP,25.5497091034,561024
CRESUD S A C I F Y A,15.7717716108,74627
CRH PLC,34.3793698585,317516
CRITEO S A,41.0859314958,48143
CROCS INC,6.86181719849,177504
CROSS CTRY HEALTHCARE INC,15.6079066699,119747
CROSSAMERICA PARTNERS LP,25.1901357401,1074627
CROWN CASTLE INTL CORP NEW,86.7701051514,1722183
CROWN HOLDINGS INC,52.5704811883,1277504
CRYOLIFE INC,19.1410455796,33436
CSG SYS INTL INC,48.4015957318,205799
CSI COMPRESSCO LP,9.7299707742,3538654
CSRA INC,31.84084793,690057
CSS INDS INC,27.0681493726,53236
CST BRANDS INC,48.1497881661,715891
CSW INDUSTRIALS INC,36.8341924399,18624
CSX CORP,35.9300381969,7130691
CTI BIOPHARMA CORP,0.407748988317,1137955
CTRIP COM INTL LTD,40.0001832914,2837012
CTS CORP,22.3999655186,1624065
CU BANCORP CALIF,35.8004067533,556111
CUBESMART,26.7700252282,3886922
CUBIC CORP,47.9443966463,59277
CULLEN FROST BANKERS INC,88.2288884943,596902
CULP INC,37.1366629195,24908
CUMMINS INC,136.670120937,1243871
CUMULUS MEDIA INC,1.02231195849,117381
CURIS INC,3.07808796418,121504
CURRENCYSHARES AUSTRALIAN DL,72.1807322219,224686
CURRENCYSHARES CDN DLR TR,73.580974643,39358
CURRENCYSHARES EURO TR,102.258790654,386490
CURRENCYSHARES SWISS FRANC T,93.7271279115,23227
CURRENCYSHS BRIT POUND STER,120.298165138,8720
CURRENCYSHS JAPANESE YEN TR,82.5205412412,261547
CURTISS WRIGHT CORP,98.3605929518,1044402
CUSTOMERS BANCORP INC,35.8225947336,101891
CUTERA INC,17.3477827498,47153
CVB FINL CORP,22.9300397749,3668899
CVR ENERGY INC,25.3899511,84049
CVR PARTNERS LP,6.01039457636,273027
CVR REFNG LP,10.4003456456,1226690
CVS HEALTH CORP,78.9098944662,4968363
CYBERARK SOFTWARE LTD,45.4706675179,14097
CYNOSURE INC,45.5999925077,320329
CYPRESS SEMICONDUCTOR CORP,11.4400166461,6949378
CYRUSONE INC,44.7299574573,6075302
CYS INVTS INC,7.73003252877,280982
CYTOKINETICS INC,12.1553762012,71491
CYTORI THERAPEUTICS INC,1.5296583763,17651
CYTRX CORP,0.369666244191,18936
D R HORTON INC,27.3298242825,4076316
DAKTRONICS INC,10.7027119222,140712
DANA INCORPORATED,18.9796440497,2286555
DANAHER CORP DEL,77.8400502013,4637330
DARDEN RESTAURANTS INC,72.7199739892,1703906
DARIOHEALTH CORP,3.24933208174,13849
DARLING INGREDIENTS INC,12.910128845,624316
DATALINK CORP,11.257637421,190182
DATAWATCH CORP,5.49677876943,16919
DAVE & BUSTERS ENTMT INC,56.2978659859,140627
DAVITA INC,64.2003391265,770214
DAWSON GEOPHYSICAL CO NEW,8.02990162857,48693
DBV TECHNOLOGIES S A,35.1333283815,53852
DBX ETF TR,27.8436920376,53424201
DCP MIDSTREAM PARTNERS LP,38.3798760273,6864092
DCT INDUSTRIAL TRUST INC,47.8804633881,963253
DDR CORP,15.2700303162,18822294
DEAN FOODS CO NEW,21.7803092305,1985509
DECKERS OUTDOOR CORP,55.3891818832,301864
DEERE & CO,103.039670273,1176246
DEL FRISCOS RESTAURANT GROUP,16.9858870968,19840
DEL TACO RESTAURANTS INC,11.5220310021,40965
DELEK LOGISTICS PARTNERS LP,28.5496102699,1024042
DELEK US HLDGS INC,24.0692051174,243797
DELL TECHNOLOGIES INC,54.9698413503,1223198
DELMAR PHARMACEUTICALS INC,3.20812725571,14962
DELPHI AUTOMOTIVE PLC,67.3497310859,1204474
DELTA AIR LINES INC DEL,49.1899100779,5260774
DELTA APPAREL INC,20.7651391162,9776
DELTIC TIMBER CORP,77.0957726296,20935
DELUXE CORP,71.6094049412,428966
DENBURY RES INC,3.68002246446,4907307
DENISON MINES CORP,0.511398810325,37153
DENNYS CORP,12.8337901163,174773
DENTSPLY SIRONA INC,57.7298827609,4079014
DEPOMED INC,18.0186251685,326440
DERMA SCIENCES INC,5.19949848809,54236
DERMIRA INC,30.3301522661,178766
DESTINATION MATERNITY CORP,5.17442830913,11982
DESTINATION XL GROUP INC,4.25162837367,58801
DETERMINE INC,1.96562090496,25946
DEUTSCHE BANK AG,18.0999973834,36611718
DEVON ENERGY CORP NEW,45.6699051105,3427881
DEVRY ED GROUP INC,31.198802811,408958
DEXCOM INC,59.7002442766,1494617
DGSE COMPANIES INC,1.23428218777,12963
DHI GROUP INC,6.25120564146,689467
DHT HOLDINGS INC,4.13911883994,251986
DHX MEDIA LTD,5.2688172043,18600
DIAGEO P L C,103.939769726,192727
DIAMOND HILL INVESTMENT GROU,210.498960499,1924
DIAMOND OFFSHORE DRILLING IN,17.6996123506,1993038
DIAMONDBACK ENERGY INC,101.060241862,1073340
DIAMONDROCK HOSPITALITY CO,11.5305072652,856337
DIANA SHIPPING INC,3.06596775789,10111
DICERNA PHARMACEUTICALS INC,2.88231903154,24286
DICKS SPORTING GOODS INC,53.0997898739,2095884
DIEBOLD NXDF INC,25.1502677364,1085396
DIFFERENTIAL BRANDS GROUP IN,2.33789695542,56461
DIGI INTL INC,13.7474012474,76960
DIGIRAD CORP,4.99649635926,32823
DIGITAL RLTY TR INC,98.2598037544,1612979
DIGITAL TURBINE INC,0.677281104967,90066
DIGITALGLOBE INC,28.6504009555,146525
DILLARDS INC,62.6887908972,416135
DIME CMNTY BANCSHARES,20.0997458952,1075934
DIMENSION THERAPEUTICS INC,4.33249370277,19850
DINEEQUITY INC,77.012015416,44110
DIODES INC,25.6829935052,57431
DIPEXIUM PHARMACEUTICALS INC,1.59986872872,24377
DIPLOMAT PHARMACY INC,12.6029413807,144014
DIREXION SHS ETF TR,29.2422252949,2641933
DISCOVER FINL SVCS,72.0904234907,2097685
DISCOVERY COMMUNICATNS NEW,27.2371331701,4667525
DISH NETWORK CORP,57.9298459064,4775345
DISNEY WALT CO,104.220036164,26984437
DIVERSIFIED RSTRNT HLDGS INC,1.42274494926,21086
DIXIE GROUP INC,3.60067777464,28328
DMC GLOBAL INC,15.8155968705,11887
DOCUMENT SEC SYS INC,0.666814847744,67485
DOLBY LABORATORIES INC,45.1904578376,625309
DOLLAR GEN CORP NEW,74.0698639272,2172881
DOLLAR TREE INC,77.1799075617,1186954
DOMINION DIAMOND CORP,9.68257728296,101316
DOMINION MIDSTREAM PARTNERS,29.5506373331,758630
DOMINION RES INC VA NEW,76.5900315998,3064263
DOMINOS PIZZA INC,159.241086782,436150
DOMTAR CORP,39.0285369474,681117
DONALDSON INC,42.0806924612,725297
DONEGAL GROUP INC,17.4952897297,26007
DONNELLEY FINL SOLUTIONS INC,22.9799108655,369105
DONNELLEY R R & SONS CO,16.3200107895,1186335
DORIAN LPG LTD,8.1711734479,11871
DORMAN PRODUCTS INC,73.0541584461,71974
DOUGLAS DYNAMICS INC,33.6694050286,16068
DOUGLAS EMMETT INC,36.5599189892,847294
DOVER CORP,74.9304865114,1325642
DOW CHEM CO,57.2200664223,5313573
DR PEPPER SNAPPLE GROUP INC,90.6694559805,1452209
DR REDDYS LABS LTD,45.2864815265,37053
DRDGOLD LIMITED,5.29901589705,15852
DREW INDS INC,107.753000291,120405
DRIL-QUIP INC,60.049719516,1201138
DRIVE SHACK INC,3.76006016096,124998
DSP GROUP INC,13.0435951914,74366
DST SYS INC DEL,107.151499215,714941
DSW INC,22.6501543038,475361
DTE ENERGY CO,98.0432508563,1462630
DU PONT E I DE NEMOURS & CO,73.3999795052,5972236
DUCOMMUN INC DEL,25.5863539446,38927
DUKE ENERGY CORP NEW,77.6202301076,3256651
DUKE REALTY CORP,26.5599326998,5325390
DULUTH HLDGS INC,25.3692999358,12456
DUN & BRADSTREET CORP DEL NE,121.320319019,257665
DUNKIN BRANDS GROUP INC,52.4395545195,913261
DUPONT FABROS TECHNOLOGY INC,43.9283560571,288538
DURECT CORP,1.34530090598,47573
DXP ENTERPRISES INC NEW,34.7422289613,52760
DYCOM INDS INC,80.2895381261,630107
DYNAGAS LNG PARTNERS LP,15.9679445009,16721
DYNAVAX TECHNOLOGIES CORP,3.95015118941,400491
DYNEGY INC NEW DEL,6.49498222209,2332108
DYNEX CAP INC,6.81754642432,296881
E TRADE FINANCIAL CORP,34.6499154041,4097124
EAGLE BANCORP INC MD,60.9501567161,2778910
EAGLE MATERIALS INC,98.5303263915,882713
EAGLE PHARMACEUTICALS INC,79.3560652823,40501
EARTHLINK HLDGS CORP,5.6403965574,1127403
EAST WEST BANCORP INC,50.8295528106,755407
EASTERLY GOVT PPTYS INC,20.0123411775,71306
EASTGROUP PPTY INC,73.8396966545,863438
EASTMAN CHEM CO,75.2095495646,1248392
EATON CORP PLC,67.0901323308,3437823
EATON VANCE CORP,41.8802622568,794336
EATON VANCE RISK MNGD DIV EQ,8.99773100696,12781
EATON VANCE TAX ADVT DIV INC,20.5577040505,14739
EATON VANCE TAX MNGD GBL DV,8.04995486007,13292
EATON VANCE TX ADV GLBL DIV,14.0639739302,11661
EATON VANCE TX MNG BY WRT OP,14.8436083865,49651
EATON VANCE TXMGD GL BUYWR O,10.0704934542,14895
EBAY INC,29.6899027363,10687034
EBIX INC,57.052514557,109741
ECHO GLOBAL LOGISTICS INC,25.0334566638,50812
ECHOSTAR CORP,51.3954342371,65356
ECLIPSE RES CORP,2.66360000338,118261
ECOLAB INC,117.218743967,761397
ECOPETROL S A,9.04991731723,1040120
EDGE THERAPEUTICS INC,12.4926462955,28897
EDGEWELL PERS CARE CO,72.9903389588,370871
EDISON INTL,71.9898009056,1452678
